代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,12032373.324800000000
真實報酬,2032373.324799999600

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,9035.125557763662
風險,83723.600493087404
起點值,0.107916113313
找到最佳解世代,1321
找到最佳解實驗#,1
找到最佳解次數,34

投資組合檔數,15
1102(1)[39],2227(11)[19],2408(23)[15],2801(28)[25],2882(31)[16],2884(33)[9],2886(35)[8],2891(38)[3],2892(39)[1],2912(40)[24],3008(41)[5],3045(42)[29],3481(43)[13],5880(46)[2],9999(49)[41],
FS( 95 ),746416.000000000000,674976.000000000000,772426.000000000000,756866.000000000120,826636.000000000000,684706.000000000120,745386.000000000000,739065.999999999880,754225.999999999770,684126.000000000000,666666.000000000000,680886.000000000000,735065.999999999770,716136.000000000120,666666.000000000000,10850260.000000000000
FS( 96 ),733166.000000000000,681906.000000000000,794186.000000000000,758626.000000000000,820176.000000000120,681016.000000000000,743786.000000000000,739065.999999999880,750265.999999999880,688006.000000000000,666666.000000000000,683766.000000000120,723065.999999999880,716136.000000000120,666666.000000000000,10846510.000000000000
FS( 97 ),731916.000000000000,680496.000000000120,772426.000000000000,760826.000000000000,816776.000000000000,679375.999999999880,742186.000000000000,733466.000000000000,752025.999999999880,686066.000000000000,666666.000000000000,692346.000000000120,723065.999999999880,716136.000000000120,666666.000000000000,10820450.000000000000
FS( 98 ),742666.000000000000,692946.000000000000,775626.000000000000,760826.000000000000,812016.000000000000,681016.000000000000,743786.000000000000,725866.000000000000,752025.999999999880,689926.000000000000,666666.000000000000,680886.000000000000,729065.999999999770,723275.999999999880,666666.000000000000,10843270.000000000000
FS( 99 ),726916.000000000000,692946.000000000000,774026.000000000000,763026.000000000000,810316.000000000000,681016.000000000000,757226.000000000000,729466.000000000000,755985.999999999880,690906.000000000000,666666.000000000000,680886.000000000000,777065.999999999880,730416.000000000000,666666.000000000000,10903540.000000000000
FS( 100 ),726916.000000000000,692946.000000000000,791146.000000000000,763026.000000000000,800456.000000000000,683066.000000000000,762026.000000000000,729466.000000000000,755985.999999999880,691866.000000000000,666666.000000000000,680886.000000000000,753065.999999999880,728376.000000000000,666666.000000000000,10892570.000000000000
FS( 101 ),741416.000000000000,697116.000000000120,786506.000000000000,760826.000000000000,795696.000000000000,686755.999999999880,755946.000000000000,729466.000000000000,752025.999999999880,693806.000000000000,666666.000000000000,680886.000000000000,756065.999999999880,725826.000000000000,666666.000000000000,10895680.000000000000
FS( 102 ),763416.000000000000,699875.999999999880,778666.000000000000,764786.000000000000,800456.000000000000,690446.000000000000,754346.000000000000,733466.000000000000,760385.999999999880,712226.000000000000,666666.000000000000,689466.000000000230,762065.999999999880,732966.000000000000,666666.000000000000,10975910.000000000000
FS( 103 ),758416.000000000000,691566.000000000000,788746.000000000000,764786.000000000000,801306.000000000120,690446.000000000000,745386.000000000000,729466.000000000000,760385.999999999880,706406.000000000000,666666.000000000000,692346.000000000120,759065.999999999770,735006.000000000000,666666.000000000000,10956670.000000000000
FS( 104 ),753666.000000000000,691566.000000000000,780266.000000000000,768746.000000000120,787536.000000000000,690446.000000000000,739306.000000000000,723866.000000000000,760385.999999999880,709326.000000000000,666666.000000000000,695166.000000000000,785465.999999999880,737556.000000000000,666666.000000000000,10956640.000000000000
FS( 105 ),758416.000000000000,690186.000000000000,774826.000000000000,768746.000000000120,796375.999999999880,697826.000000000120,749866.000000000000,723866.000000000000,760385.999999999880,706406.000000000000,666666.000000000000,689466.000000000230,833465.999999999880,737556.000000000000,666666.000000000000,11020730.000000000000
FS( 106 ),745166.000000000000,680496.000000000120,770186.000000000000,768746.000000000120,784136.000000000000,697826.000000000120,743786.000000000000,725866.000000000000,762145.999999999880,713186.000000000000,666666.000000000000,695166.000000000000,806465.999999999880,742146.000000000120,666666.000000000000,10968660.000000000000
FS( 107 ),742666.000000000000,679116.000000000120,759306.000000000000,770946.000000000000,783456.000000000000,697826.000000000120,743786.000000000000,727866.000000000000,762145.999999999880,709326.000000000000,666666.000000000000,689466.000000000230,857465.999999999880,737556.000000000000,666666.000000000000,10994270.000000000000
FS( 108 ),756166.000000000000,681906.000000000000,779466.000000000000,756866.000000000120,783456.000000000000,699466.000000000120,743786.000000000000,727866.000000000000,764345.999999999770,704466.000000000000,666666.000000000000,692346.000000000120,854465.999999999770,742146.000000000120,666666.000000000000,11020090.000000000000
FS( 109 ),741416.000000000000,688806.000000000000,773226.000000000000,730026.000000000000,775976.000000000000,701105.999999999880,740586.000000000000,718266.000000000000,752025.999999999880,703506.000000000000,666666.000000000000,689466.000000000230,854465.999999999770,730416.000000000000,666666.000000000000,10932630.000000000000
FS( 110 ),734166.000000000000,704016.000000000000,766186.000000000000,730026.000000000000,771896.000000000000,699056.000000000000,740586.000000000000,718266.000000000000,748065.999999999880,703506.000000000000,666666.000000000000,695166.000000000000,883865.999999999880,730416.000000000000,666666.000000000000,10958560.000000000000
FS( 111 ),731916.000000000000,730326.000000000000,773226.000000000000,719906.000000000000,766286.000000000000,697416.000000000000,742186.000000000000,725866.000000000000,748065.999999999880,702526.000000000000,666666.000000000000,692346.000000000120,889865.999999999880,732966.000000000000,666666.000000000000,10986240.000000000000
FS( 112 ),717416.000000000000,733086.000000000120,763146.000000000000,703626.000000000000,754896.000000000000,691676.000000000000,737706.000000000000,714266.000000000120,737945.999999999880,701566.000000000000,666666.000000000000,675186.000000000120,875465.999999999880,725826.000000000000,666666.000000000000,10865150.000000000000
FS( 113 ),702916.000000000000,733086.000000000120,753866.000000000000,705386.000000000000,763736.000000000000,691676.000000000000,740586.000000000000,712666.000000000120,737945.999999999880,711266.000000000000,666666.000000000000,672366.000000000120,848465.999999999880,721236.000000000000,666666.000000000000,10828540.000000000000
FS( 114 ),718666.000000000000,735846.000000000000,756906.000000000000,713746.000000000120,771216.000000000000,695365.999999999880,745386.000000000000,716266.000000000120,744105.999999999770,709326.000000000000,666666.000000000000,678066.000000000120,842465.999999999880,730416.000000000000,666666.000000000000,10891120.000000000000
FS( 115 ),729416.000000000000,734466.000000000000,744426.000000000000,713746.000000000120,772745.999999999880,689625.999999999880,742186.000000000000,716266.000000000120,750265.999999999880,708346.000000000000,666666.000000000000,675186.000000000120,821465.999999999880,732966.000000000000,666666.000000000000,10864450.000000000000
FS( 116 ),743916.000000000000,742776.000000000000,767786.000000000000,726066.000000000000,792296.000000000000,697416.000000000000,751146.000000000000,725866.000000000000,758185.999999999880,718046.000000000000,666666.000000000000,683766.000000000120,880865.999999999880,735006.000000000000,666666.000000000000,11056480.000000000000
FS( 117 ),740416.000000000000,744156.000000000000,782666.000000000000,723866.000000000120,793995.999999999880,697416.000000000000,757226.000000000000,731466.000000000000,762145.999999999880,729666.000000000000,666666.000000000000,683766.000000000120,872465.999999999880,742146.000000000120,666666.000000000000,11094740.000000000000
FS( 118 ),734166.000000000000,755226.000000000000,775626.000000000000,719906.000000000000,793146.000000000000,693726.000000000120,755946.000000000000,731466.000000000000,752025.999999999880,714166.000000000000,666666.000000000000,678066.000000000120,851465.999999999880,737556.000000000000,666666.000000000000,11025830.000000000000
FS( 119 ),722166.000000000000,770436.000000000000,782666.000000000000,719906.000000000000,790766.000000000000,689625.999999999880,748266.000000000000,733466.000000000000,748065.999999999880,718046.000000000000,666666.000000000000,680886.000000000000,848465.999999999880,737556.000000000000,666666.000000000000,11023660.000000000000
FS( 120 ),722166.000000000000,770436.000000000000,801226.000000000000,723866.000000000120,800456.000000000000,695365.999999999880,754346.000000000000,735465.999999999880,772265.999999999880,717066.000000000000,666666.000000000000,680886.000000000000,863465.999999999880,742146.000000000120,666666.000000000000,11112500.000000000000
FS( 121 ),722166.000000000000,771816.000000000000,798986.000000000000,723866.000000000120,804536.000000000000,699056.000000000000,757226.000000000000,739065.999999999880,772265.999999999880,717066.000000000000,666666.000000000000,689466.000000000230,854465.999999999770,744696.000000000000,666666.000000000000,11128020.000000000000
FS( 122 ),730666.000000000000,770436.000000000000,808266.000000000000,730026.000000000000,805386.000000000000,697416.000000000000,760426.000000000000,739065.999999999880,776666.000000000000,716106.000000000000,666666.000000000000,698046.000000000120,877865.999999999880,749285.999999999880,666666.000000000000,11193000.000000000000
FS( 123 ),724666.000000000000,762125.999999999880,806666.000000000000,723866.000000000120,796375.999999999880,697416.000000000000,755946.000000000000,735465.999999999880,772265.999999999880,714166.000000000000,666666.000000000000,686586.000000000120,857465.999999999880,747246.000000000000,666666.000000000000,11113600.000000000000
FS( 124 ),708916.000000000000,775956.000000000000,809866.000000000000,723866.000000000120,800456.000000000000,697416.000000000000,755946.000000000000,739065.999999999880,774465.999999999880,712226.000000000000,666666.000000000000,695166.000000000000,827465.999999999880,749285.999999999880,666666.000000000000,11103440.000000000000
FS( 125 ),695666.000000000000,780125.999999999880,817546.000000000000,723866.000000000120,799776.000000000000,691676.000000000000,755946.000000000000,739065.999999999880,772265.999999999880,720946.000000000000,666666.000000000000,686586.000000000120,788465.999999999880,751836.000000000000,666666.000000000000,11057110.000000000000
FS( 126 ),700416.000000000000,798096.000000000000,823786.000000000000,721666.000000000000,799776.000000000000,691676.000000000000,754346.000000000000,741065.999999999880,772265.999999999880,732586.000000000000,666666.000000000000,686586.000000000120,803465.999999999880,749285.999999999880,666666.000000000000,11108360.000000000000
FS( 127 ),695666.000000000000,810546.000000000000,814506.000000000000,719906.000000000000,803856.000000000000,695365.999999999880,758826.000000000000,744666.000000000000,774465.999999999880,745186.000000000000,666666.000000000000,695166.000000000000,780065.999999999770,749285.999999999880,666666.000000000000,11120850.000000000000
FS( 128 ),682416.000000000000,811926.000000000000,826986.000000000000,721666.000000000000,803006.000000000000,697416.000000000000,762026.000000000000,750666.000000000120,774465.999999999880,742266.000000000000,666666.000000000000,698046.000000000120,777065.999999999880,749285.999999999880,666666.000000000000,11130580.000000000000
FS( 129 ),678666.000000000000,828546.000000000000,867306.000000000000,719906.000000000000,813546.000000000000,697416.000000000000,764906.000000000000,758266.000000000000,780625.999999999880,739366.000000000000,666666.000000000000,695166.000000000000,783065.999999999880,751836.000000000000,666666.000000000000,11211960.000000000000
FS( 130 ),682416.000000000000,828546.000000000000,842506.000000000000,711546.000000000000,820176.000000000120,699056.000000000000,769386.000000000000,765866.000000000000,774465.999999999880,747106.000000000000,666666.000000000000,695166.000000000000,791465.999999999880,751836.000000000000,666666.000000000000,11212880.000000000000
FS( 131 ),675166.000000000000,822996.000000000120,831626.000000000000,713746.000000000120,821706.000000000000,706436.000000000000,763306.000000000000,763866.000000000000,778425.999999999880,739366.000000000000,666666.000000000000,692346.000000000120,783065.999999999880,754386.000000000120,666666.000000000000,11179780.000000000000
FS( 132 ),667916.000000000000,822996.000000000120,820746.000000000000,711546.000000000000,808616.000000000000,706436.000000000000,758826.000000000000,758266.000000000000,776666.000000000000,730646.000000000000,666666.000000000000,695166.000000000000,777065.999999999880,751836.000000000000,666666.000000000000,11120070.000000000000
FS( 133 ),672666.000000000000,840996.000000000120,820746.000000000000,713746.000000000120,802156.000000000000,704796.000000000000,755946.000000000000,748666.000000000000,776666.000000000000,729666.000000000000,666666.000000000000,692346.000000000120,809465.999999999770,751836.000000000000,666666.000000000000,11153040.000000000000
FS( 134 ),661666.000000000000,867276.000000000000,815946.000000000000,717706.000000000000,797226.000000000000,704796.000000000000,758826.000000000000,754266.000000000120,782385.999999999880,731606.000000000000,666666.000000000000,695166.000000000000,791465.999999999880,751836.000000000000,666666.000000000000,11163510.000000000000
FS( 135 ),673916.000000000000,886626.000000000000,819146.000000000000,719906.000000000000,792296.000000000000,706436.000000000000,762026.000000000000,743066.000000000000,778425.999999999880,748086.000000000000,666666.000000000000,692346.000000000120,812465.999999999880,751836.000000000000,666666.000000000000,11219920.000000000000
FS( 136 ),666666.000000000000,919836.000000000120,825386.000000000000,719906.000000000000,790766.000000000000,704796.000000000000,760426.000000000000,743066.000000000000,778425.999999999880,754866.000000000000,666666.000000000000,686586.000000000120,821465.999999999880,749285.999999999880,666666.000000000000,11254820.000000000000
FS( 137 ),678666.000000000000,933666.000000000000,825386.000000000000,719906.000000000000,793995.999999999880,706436.000000000000,760426.000000000000,756266.000000000120,780625.999999999880,744206.000000000000,666666.000000000000,686586.000000000120,824465.999999999770,754386.000000000120,666666.000000000000,11298360.000000000000
FS( 138 ),673916.000000000000,936426.000000000000,822186.000000000000,721666.000000000000,784136.000000000000,708485.999999999880,755946.000000000000,756266.000000000120,782385.999999999880,740326.000000000000,666666.000000000000,689466.000000000230,815465.999999999880,754386.000000000120,666666.000000000000,11274400.000000000000
FS( 139 ),675166.000000000000,955806.000000000120,825386.000000000000,721666.000000000000,769516.000000000000,702745.999999999880,748266.000000000000,744666.000000000000,782385.999999999880,730646.000000000000,666666.000000000000,683766.000000000120,818465.999999999880,747246.000000000000,666666.000000000000,11239070.000000000000
FS( 140 ),665416.000000000000,993156.000000000000,834666.000000000000,715946.000000000000,772745.999999999880,702745.999999999880,748266.000000000000,744666.000000000000,782385.999999999880,738386.000000000000,666666.000000000000,689466.000000000230,821465.999999999880,751836.000000000000,666666.000000000000,11294490.000000000000
FS( 141 ),672666.000000000000,995916.000000000000,867306.000000000000,715946.000000000000,776826.000000000000,704796.000000000000,752746.000000000000,750666.000000000120,782385.999999999880,742266.000000000000,666666.000000000000,689466.000000000230,827465.999999999880,751836.000000000000,666666.000000000000,11363630.000000000000
FS( 142 ),672666.000000000000,961326.000000000000,864266.000000000000,715946.000000000000,776826.000000000000,704796.000000000000,755946.000000000000,754266.000000000120,782385.999999999880,738386.000000000000,666666.000000000000,689466.000000000230,830465.999999999880,751836.000000000000,666666.000000000000,11331920.000000000000
FS( 143 ),673916.000000000000,958565.999999999880,881386.000000000000,717706.000000000000,779375.999999999880,706436.000000000000,758826.000000000000,752666.000000000120,784585.999999999880,742266.000000000000,666666.000000000000,692346.000000000120,857465.999999999880,756426.000000000000,666666.000000000000,11395310.000000000000
FS( 144 ),666666.000000000000,953046.000000000000,873546.000000000000,713746.000000000120,770366.000000000000,702745.999999999880,762026.000000000000,752666.000000000120,784585.999999999880,736446.000000000000,666666.000000000000,689466.000000000230,863465.999999999880,758976.000000000000,666666.000000000000,11361090.000000000000
FS( 145 ),666666.000000000000,975186.000000000000,850186.000000000000,713746.000000000120,771896.000000000000,702745.999999999880,758826.000000000000,750666.000000000120,784585.999999999880,749046.000000000000,666666.000000000000,689466.000000000230,866465.999999999880,756426.000000000000,666666.000000000000,11369250.000000000000
FS( 146 ),664166.000000000000,972396.000000000000,854986.000000000000,711546.000000000000,768666.000000000000,702745.999999999880,764906.000000000000,754266.000000000120,792945.999999999880,749046.000000000000,666666.000000000000,689466.000000000230,851465.999999999880,758976.000000000000,666666.000000000000,11368920.000000000000
FS( 147 ),659416.000000000000,958565.999999999880,842506.000000000000,713746.000000000120,764586.000000000000,701105.999999999880,760426.000000000000,754266.000000000120,790745.999999999880,744206.000000000000,666666.000000000000,689466.000000000230,830465.999999999880,756426.000000000000,666666.000000000000,11299270.000000000000
FS( 148 ),649666.000000000000,935046.000000000000,847146.000000000000,707586.000000000000,779375.999999999880,701105.999999999880,758826.000000000000,754266.000000000120,790745.999999999880,736446.000000000000,666666.000000000000,686586.000000000120,845465.999999999880,758976.000000000000,666666.000000000000,11284580.000000000000
FS( 149 ),649666.000000000000,936426.000000000000,842506.000000000000,705386.000000000000,784136.000000000000,701105.999999999880,763306.000000000000,756266.000000000120,792945.999999999880,738386.000000000000,666666.000000000000,689466.000000000230,830465.999999999880,756426.000000000000,666666.000000000000,11279830.000000000000
FS( 150 ),637666.000000000000,919836.000000000120,837866.000000000000,703626.000000000000,774446.000000000000,695365.999999999880,757226.000000000000,754266.000000000120,788545.999999999880,736446.000000000000,666666.000000000000,689466.000000000230,821465.999999999880,754386.000000000120,666666.000000000000,11203950.000000000000
FS( 151 ),636416.000000000000,908766.000000000000,839306.000000000000,701425.999999999880,780056.000000000120,701105.999999999880,762026.000000000000,754266.000000000120,784585.999999999880,736446.000000000000,666666.000000000000,686586.000000000120,845465.999999999880,754386.000000000120,666666.000000000000,11224180.000000000000
FS( 152 ),624166.000000000000,928146.000000000000,837866.000000000000,705386.000000000000,779375.999999999880,699056.000000000000,758826.000000000000,752666.000000000120,792945.999999999880,737426.000000000000,666666.000000000000,689466.000000000230,854465.999999999770,754386.000000000120,666666.000000000000,11247520.000000000000
FS( 153 ),620666.000000000000,919836.000000000120,868906.000000000000,705386.000000000000,790766.000000000000,699056.000000000000,764906.000000000000,758266.000000000000,794705.999999999880,732586.000000000000,666666.000000000000,692346.000000000120,860465.999999999880,754386.000000000120,666666.000000000000,11295620.000000000000
FS( 154 ),631416.000000000000,900456.000000000000,865706.000000000000,703626.000000000000,800456.000000000000,699056.000000000000,767786.000000000000,760266.000000000000,796906.000000000000,734526.000000000000,666666.000000000000,695166.000000000000,866465.999999999880,751836.000000000000,666666.000000000000,11307010.000000000000
FS( 155 ),638666.000000000000,903246.000000000000,873706.000000000000,703626.000000000000,799776.000000000000,697416.000000000000,766506.000000000000,754266.000000000120,796906.000000000000,728706.000000000000,666666.000000000000,698046.000000000120,901865.999999999880,756426.000000000000,666666.000000000000,11352500.000000000000
FS( 156 ),642416.000000000000,900456.000000000000,880106.000000000000,705386.000000000000,805386.000000000000,695365.999999999880,766506.000000000000,758266.000000000000,803065.999999999880,728706.000000000000,666666.000000000000,700866.000000000120,904865.999999999880,754386.000000000120,666666.000000000000,11379120.000000000000
FS( 157 ),638666.000000000000,889416.000000000000,875306.000000000000,705386.000000000000,800456.000000000000,695365.999999999880,762026.000000000000,754266.000000000120,809225.999999999770,732586.000000000000,666666.000000000000,698046.000000000120,916865.999999999880,754386.000000000120,666666.000000000000,11365340.000000000000
FS( 158 ),637666.000000000000,903246.000000000000,892906.000000000000,715946.000000000000,823406.000000000000,702745.999999999880,773866.000000000000,769466.000000000000,821105.999999999770,750026.000000000000,666666.000000000000,700866.000000000120,961865.999999999880,763566.000000000000,666666.000000000000,11550020.000000000000
FS( 159 ),637666.000000000000,908766.000000000000,910506.000000000000,713746.000000000120,823406.000000000000,706436.000000000000,777066.000000000000,769466.000000000000,829465.999999999880,743246.000000000000,666666.000000000000,700866.000000000120,958865.999999999880,766116.000000000000,666666.000000000000,11578960.000000000000
FS( 160 ),641166.000000000000,910146.000000000000,904106.000000000000,713746.000000000120,820176.000000000120,702745.999999999880,767786.000000000000,765866.000000000000,821105.999999999770,738386.000000000000,666666.000000000000,700866.000000000120,937865.999999999880,768156.000000000000,666666.000000000000,11525460.000000000000
FS( 161 ),638666.000000000000,901866.000000000120,902506.000000000000,713746.000000000120,826636.000000000000,706436.000000000000,781546.000000000000,773466.000000000000,829465.999999999880,739366.000000000000,666666.000000000000,695166.000000000000,928865.999999999880,775296.000000000000,666666.000000000000,11546370.000000000000
FS( 162 ),632666.000000000000,900456.000000000000,910506.000000000000,717706.000000000000,818476.000000000000,706436.000000000000,779946.000000000000,775465.999999999880,827265.999999999880,739366.000000000000,666666.000000000000,698046.000000000120,955865.999999999880,775296.000000000000,666666.000000000000,11570840.000000000000
FS( 163 ),635166.000000000000,903246.000000000000,902506.000000000000,717706.000000000000,826976.000000000000,708485.999999999880,789226.000000000000,777066.000000000000,829465.999999999880,737426.000000000000,666666.000000000000,700866.000000000120,979266.000000000000,779886.000000000120,666666.000000000000,11620630.000000000000
FS( 164 ),641166.000000000000,893556.000000000120,894506.000000000000,717706.000000000000,838875.999999999880,708485.999999999880,786026.000000000000,781065.999999999880,827265.999999999880,731606.000000000000,666666.000000000000,698046.000000000120,952865.999999999880,777846.000000000000,666666.000000000000,11582360.000000000000
FS( 165 ),645916.000000000000,897696.000000000000,913706.000000000000,721666.000000000000,833776.000000000000,710125.999999999880,790506.000000000000,784666.000000000000,829465.999999999880,735486.000000000000,666666.000000000000,700866.000000000120,967865.999999999880,782436.000000000000,666666.000000000000,11647520.000000000000
FS( 166 ),644916.000000000000,888005.999999999880,913706.000000000000,713746.000000000120,829526.000000000000,704796.000000000000,789226.000000000000,783066.000000000000,829465.999999999880,736446.000000000000,666666.000000000000,700866.000000000120,952865.999999999880,782436.000000000000,666666.000000000000,11602410.000000000000
FS( 167 ),638666.000000000000,883866.000000000120,912106.000000000000,711546.000000000000,826125.999999999880,702745.999999999880,781546.000000000000,775465.999999999880,825065.999999999880,736446.000000000000,666666.000000000000,698046.000000000120,925865.999999999880,782436.000000000000,666666.000000000000,11533270.000000000000
FS( 168 ),638666.000000000000,883866.000000000120,918506.000000000000,713746.000000000120,832076.000000000000,704796.000000000000,779946.000000000000,775465.999999999880,821105.999999999770,734526.000000000000,666666.000000000000,689466.000000000230,922865.999999999880,777846.000000000000,666666.000000000000,11526220.000000000000
FS( 169 ),642416.000000000000,883866.000000000120,932906.000000000000,717706.000000000000,845676.000000000120,708485.999999999880,789226.000000000000,784666.000000000000,821105.999999999770,742266.000000000000,666666.000000000000,687066.000000000120,952865.999999999880,782436.000000000000,666666.000000000000,11624030.000000000000
FS( 170 ),635166.000000000000,881106.000000000000,934506.000000000000,717706.000000000000,850776.000000000000,710125.999999999880,786026.000000000000,788666.000000000000,823305.999999999880,736446.000000000000,666666.000000000000,687066.000000000120,955865.999999999880,787025.999999999880,666666.000000000000,11627130.000000000000
FS( 171 ),638666.000000000000,881106.000000000000,939306.000000000000,721666.000000000000,850776.000000000000,715865.999999999880,786026.000000000000,801866.000000000000,825065.999999999880,739366.000000000000,666666.000000000000,690066.000000000120,922865.999999999880,789576.000000000000,666666.000000000000,11635560.000000000000
FS( 172 ),637666.000000000000,896315.999999999880,940906.000000000000,721666.000000000000,848226.000000000000,721605.999999999880,784426.000000000000,803866.000000000000,831225.999999999770,739366.000000000000,666666.000000000000,684066.000000000120,913865.999999999880,789576.000000000000,666666.000000000000,11646120.000000000000
FS( 173 ),656916.000000000000,901866.000000000120,971306.000000000000,723866.000000000120,841426.000000000120,723245.999999999880,783146.000000000000,811866.000000000000,837385.999999999880,742266.000000000000,666666.000000000000,681066.000000000120,904865.999999999880,799266.000000000000,666666.000000000000,11711830.000000000000
FS( 174 ),644916.000000000000,899076.000000000000,1014506.000000000000,726066.000000000000,835476.000000000000,725296.000000000000,787626.000000000000,799866.000000000000,839585.999999999880,747106.000000000000,666666.000000000000,687066.000000000120,937865.999999999880,801306.000000000000,666666.000000000000,11779100.000000000000
FS( 175 ),642416.000000000000,892176.000000000000,1003306.000000000000,726066.000000000000,841426.000000000120,732676.000000000000,789226.000000000000,807866.000000000000,837385.999999999880,747106.000000000000,666666.000000000000,684066.000000000120,940865.999999999880,796716.000000000000,666666.000000000000,11774640.000000000000
FS( 176 ),641166.000000000000,889416.000000000000,1006506.000000000000,727826.000000000000,838875.999999999880,734316.000000000000,792106.000000000000,801866.000000000000,835625.999999999880,741306.000000000000,666666.000000000000,687066.000000000120,895865.999999999880,792126.000000000000,666666.000000000000,11717410.000000000000
FS( 177 ),641166.000000000000,894936.000000000000,1046506.000000000000,726066.000000000000,837176.000000000120,734316.000000000000,781546.000000000000,795866.000000000000,835625.999999999880,741306.000000000000,666666.000000000000,687066.000000000120,889865.999999999880,789576.000000000000,666666.000000000000,11734360.000000000000
FS( 178 ),637666.000000000000,894936.000000000000,1073706.000000000000,726066.000000000000,837176.000000000120,732676.000000000000,792106.000000000000,791866.000000000000,837385.999999999880,747106.000000000000,666666.000000000000,693066.000000000120,892865.999999999880,792126.000000000000,666666.000000000000,11782090.000000000000
FS( 179 ),638666.000000000000,890796.000000000000,1057706.000000000000,723866.000000000120,835476.000000000000,730625.999999999880,790506.000000000000,785866.000000000000,833425.999999999880,760686.000000000000,666666.000000000000,687066.000000000120,901865.999999999880,792126.000000000000,666666.000000000000,11762020.000000000000
FS( 180 ),632666.000000000000,899076.000000000000,1038506.000000000000,726066.000000000000,834625.999999999880,728985.999999999880,786026.000000000000,787866.000000000000,827265.999999999880,768446.000000000000,666666.000000000000,687066.000000000120,880865.999999999880,787025.999999999880,666666.000000000000,11717830.000000000000
FS( 181 ),644916.000000000000,904626.000000000000,1056106.000000000000,726066.000000000000,847375.999999999880,734316.000000000000,789226.000000000000,795866.000000000000,831225.999999999770,768446.000000000000,666666.000000000000,693066.000000000120,904865.999999999880,794166.000000000000,666666.000000000000,11823610.000000000000
FS( 182 ),645916.000000000000,897696.000000000000,1048106.000000000000,726066.000000000000,839726.000000000000,730625.999999999880,789226.000000000000,795866.000000000000,829465.999999999880,724826.000000000000,666666.000000000000,690066.000000000120,883865.999999999880,787025.999999999880,666666.000000000000,11721820.000000000000
FS( 183 ),647166.000000000000,904626.000000000000,1032106.000000000000,727826.000000000000,837176.000000000120,726936.000000000000,787626.000000000000,791866.000000000000,829465.999999999880,705446.000000000000,666666.000000000000,693066.000000000120,892865.999999999880,792126.000000000000,666666.000000000000,11701640.000000000000
FS( 184 ),653166.000000000000,906005.999999999880,1041706.000000000000,727826.000000000000,833776.000000000000,732676.000000000000,787626.000000000000,779866.000000000000,835625.999999999880,712226.000000000000,666666.000000000000,693066.000000000120,886865.999999999880,794166.000000000000,666666.000000000000,11717940.000000000000
FS( 185 ),658166.000000000000,906005.999999999880,1028906.000000000000,738386.000000000000,836326.000000000000,734316.000000000000,787626.000000000000,787866.000000000000,843545.999999999880,723226.000000000000,666666.000000000000,693066.000000000120,880865.999999999880,799266.000000000000,666666.000000000000,11750910.000000000000
FS( 186 ),658166.000000000000,904626.000000000000,1025706.000000000000,733986.000000000120,832076.000000000000,732676.000000000000,786026.000000000000,779866.000000000000,843545.999999999880,717226.000000000000,666666.000000000000,690066.000000000120,871865.999999999880,796716.000000000000,666666.000000000000,11705890.000000000000
FS( 187 ),665416.000000000000,903246.000000000000,1020906.000000000000,740146.000000000000,832076.000000000000,740056.000000000000,794986.000000000000,787866.000000000000,856305.999999999880,713226.000000000000,666666.000000000000,690066.000000000120,883865.999999999880,801306.000000000000,666666.000000000000,11762810.000000000000
FS( 188 ),661666.000000000000,900456.000000000000,1025706.000000000000,742346.000000000000,836326.000000000000,743745.999999999880,807146.000000000000,793866.000000000000,856305.999999999880,711226.000000000000,666666.000000000000,690066.000000000120,868865.999999999880,808446.000000000000,666666.000000000000,11779510.000000000000
FS( 189 ),654416.000000000000,929525.999999999880,1044906.000000000000,742346.000000000000,843125.999999999880,740056.000000000000,802666.000000000000,793866.000000000000,851906.000000000000,716226.000000000000,666666.000000000000,690066.000000000120,868865.999999999880,808446.000000000000,666666.000000000000,11819760.000000000000
FS( 190 ),656916.000000000000,914315.999999999880,1028906.000000000000,736185.999999999880,832926.000000000120,750716.000000000120,792106.000000000000,787866.000000000000,845305.999999999880,716226.000000000000,666666.000000000000,690066.000000000120,844865.999999999880,803856.000000000000,666666.000000000000,11733600.000000000000
FS( 191 ),643666.000000000000,906005.999999999880,1001706.000000000000,722986.000000000120,819326.000000000000,746615.999999999880,779946.000000000000,775866.000000000000,836505.999999999880,715226.000000000000,666666.000000000000,693066.000000000120,823865.999999999880,794166.000000000000,666666.000000000000,11592290.000000000000
FS( 192 ),648416.000000000000,882486.000000000120,995306.000000000000,725185.999999999880,819326.000000000000,744566.000000000000,779946.000000000000,783866.000000000000,832105.999999999770,714226.000000000000,666666.000000000000,687066.000000000120,856865.999999999880,796716.000000000000,666666.000000000000,11599420.000000000000
FS( 193 ),649666.000000000000,872796.000000000000,1024106.000000000000,718586.000000000000,817625.999999999880,738416.000000000000,776746.000000000000,783866.000000000000,821105.999999999770,714226.000000000000,666666.000000000000,690066.000000000120,832865.999999999880,789576.000000000000,666666.000000000000,11562990.000000000000
