代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,13015920.000000000000
真實報酬,3015920.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,12132.828856152852
風險,129995.529628362670
起點值,0.093332662214
找到最佳解世代,1884
找到最佳解實驗#,3
找到最佳解次數,11

投資組合檔數,11
1102(1)[38],1301(3)[10],2227(11)[21],2317(16)[6],2408(23)[14],2801(28)[20],2882(31)[15],2885(34)[4],2886(35)[3],3481(43)[9],5880(46)[5],
FS( 121 ),1010749.999999999900,1049370.000000000000,931250.000000000000,1033940.000000000100,1109189.999999999500,1042890.000000000000,1100220.000000000000,1033589.999999999900,1012720.000000000000,1045210.000000000000,990290.000000000120,11359430.000000000000
FS( 122 ),1040669.999999999900,1074450.000000000000,934930.000000000000,1108080.000000000000,1097920.000000000000,1048289.999999999900,1106660.000000000000,1053510.000000000000,1010570.000000000200,1053510.000000000000,1000090.000000000000,11528690.000000000000
FS( 123 ),1033870.000000000000,1067610.000000000000,923850.000000000000,1100710.000000000000,1112410.000000000000,1048289.999999999900,1107810.000000000200,1061810.000000000000,998530.000000000120,1049360.000000000000,1002890.000000000000,11507150.000000000000
FS( 124 ),1027409.999999999800,1060770.000000000000,923850.000000000000,1087950.000000000000,1100219.999999999500,1053690.000000000000,1089180.000000000000,1061810.000000000000,990360.000000000000,1085880.000000000000,1006390.000000000100,11487520.000000000000
FS( 125 ),1033870.000000000000,1075650.000000000000,922010.000000000000,1092240.000000000000,1092400.000000000000,1053690.000000000000,1101139.999999999800,1046039.999999999900,1004550.000000000200,1152280.000000000000,1006390.000000000100,11580270.000000000000
FS( 126 ),1015849.999999999900,1081410.000000000000,909090.000000000000,1096420.000000000200,1085730.000000000000,1053690.000000000000,1084580.000000000000,1037739.999999999900,996380.000000000120,1114930.000000000000,1012690.000000000000,11488520.000000000000
FS( 127 ),1012449.999999999900,1072170.000000000000,907250.000000000000,1100710.000000000000,1070090.000000000000,1056690.000000000000,1083660.000000000000,1041890.000000000000,996380.000000000120,1185480.000000000000,1006390.000000000100,11533170.000000000000
FS( 128 ),1030809.999999999800,1080210.000000000000,910970.000000000000,1113360.000000000200,1099070.000000000000,1037489.999999999900,1083660.000000000000,1037739.999999999900,996380.000000000120,1181329.999999999800,1012690.000000000000,11583720.000000000000
FS( 129 ),1010749.999999999900,1073370.000000000000,920170.000000000000,1094330.000000000000,1090100.000000000000,1000890.000000000000,1073540.000000000000,1021970.000000000000,992080.000000000230,1181329.999999999800,996590.000000000000,11455130.000000000000
FS( 130 ),1000889.999999999900,1074450.000000000000,940450.000000000000,1100710.000000000000,1079980.000000000000,1000890.000000000000,1068020.000000000000,1021970.000000000000,992080.000000000230,1222000.000000000000,996590.000000000000,11498040.000000000000
FS( 131 ),997829.999999999880,1083690.000000000000,975530.000000000000,1097520.000000000000,1090100.000000000000,987090.000000000000,1060430.000000000000,1029439.999999999900,994230.000000000000,1230300.000000000000,1000090.000000000000,11546260.000000000000
FS( 132 ),978109.999999999880,1059690.000000000000,979210.000000000000,1084760.000000000000,1075610.000000000000,964889.999999999880,1045020.000000000000,1013669.999999999900,988210.000000000000,1210380.000000000000,990290.000000000120,11389850.000000000000
FS( 133 ),958389.999999999880,1055130.000000000000,979210.000000000000,1086850.000000000000,1062270.000000000000,967289.999999999880,1056980.000000000000,1009519.999999999900,992080.000000000230,1173030.000000000000,983990.000000000000,11324750.000000000000
FS( 134 ),979809.999999999880,1063050.000000000000,982890.000000000000,1092240.000000000000,1066640.000000000000,978690.000000000000,1067100.000000000000,1025289.999999999800,998530.000000000120,1164730.000000000000,996590.000000000000,11415570.000000000000
FS( 135 ),994429.999999999880,1056210.000000000000,981050.000000000000,1097520.000000000000,1048700.000000000000,978690.000000000000,1069170.000000000000,1029439.999999999900,994230.000000000000,1135680.000000000000,1000090.000000000000,11385220.000000000000
FS( 136 ),1014149.999999999900,1066530.000000000000,992130.000000000000,1106980.000000000000,1082280.000000000000,995489.999999999880,1095620.000000000000,1046039.999999999900,1006270.000000000100,1217850.000000000000,1002890.000000000000,11626240.000000000000
FS( 137 ),1009389.999999999900,1066530.000000000000,993970.000000000000,1110170.000000000200,1103670.000000000000,992489.999999999880,1097919.999999999800,1046039.999999999900,1014440.000000000200,1206230.000000000000,1012690.000000000000,11653550.000000000000
FS( 138 ),1000889.999999999900,1057410.000000000000,1008730.000000000000,1111270.000000000000,1093550.000000000000,987090.000000000000,1096770.000000000000,1046039.999999999900,1012720.000000000000,1177180.000000000000,1006390.000000000100,11598050.000000000000
FS( 139 ),984569.999999999880,1051650.000000000000,1029010.000000000000,1116550.000000000000,1103670.000000000000,987090.000000000000,1093550.000000000000,1041890.000000000000,1002400.000000000100,1173030.000000000000,1006390.000000000100,11589810.000000000000
FS( 140 ),984569.999999999880,1059690.000000000000,1029010.000000000000,1129200.000000000000,1130350.000000000000,992489.999999999880,1106660.000000000000,1050190.000000000000,1010570.000000000200,1193780.000000000000,1012690.000000000000,11699210.000000000000
FS( 141 ),984569.999999999880,1058490.000000000000,1030850.000000000000,1134480.000000000000,1127130.000000000000,992489.999999999880,1112180.000000000000,1050190.000000000000,1014440.000000000200,1181329.999999999800,1016189.999999999900,11702350.000000000000
FS( 142 ),996129.999999999880,1055130.000000000000,1029010.000000000000,1134480.000000000000,1140469.999999999500,1000890.000000000000,1113330.000000000000,1050190.000000000000,1018740.000000000000,1213700.000000000000,1022490.000000000000,11774570.000000000000
FS( 143 ),987970.000000000000,1043729.999999999900,1017930.000000000000,1129200.000000000000,1138170.000000000000,992489.999999999880,1101139.999999999800,1050190.000000000000,1012720.000000000000,1185480.000000000000,1019690.000000000000,11678720.000000000000
FS( 144 ),966549.999999999880,1049370.000000000000,1036370.000000000000,1139760.000000000000,1142770.000000000000,992489.999999999880,1106660.000000000000,1053510.000000000000,1012720.000000000000,1143980.000000000000,1022490.000000000000,11666680.000000000000
FS( 145 ),948529.999999999880,1026570.000000000000,1041930.000000000000,1171550.000000000000,1153810.000000000000,992489.999999999880,1105740.000000000000,1046039.999999999900,1012720.000000000000,1090030.000000000000,1025990.000000000000,11615410.000000000000
FS( 146 ),954989.999999999880,1023210.000000000000,1065890.000000000000,1171550.000000000000,1162780.000000000000,989489.999999999880,1105740.000000000000,1053510.000000000000,1010570.000000000200,1110780.000000000000,1022490.000000000000,11671010.000000000000
FS( 147 ),948529.999999999880,1031130.000000000000,1082490.000000000000,1171550.000000000000,1149439.999999999500,987090.000000000000,1111260.000000000000,1050190.000000000000,1016590.000000000000,1078410.000000000000,1022490.000000000000,11649180.000000000000
FS( 148 ),930509.999999999880,1031130.000000000000,1084330.000000000000,1155710.000000000000,1167380.000000000000,989489.999999999880,1110110.000000000000,1050190.000000000000,1020890.000000000100,1074260.000000000000,1022490.000000000000,11636500.000000000000
FS( 149 ),925409.999999999770,1032329.999999999900,1106490.000000000000,1171550.000000000000,1225340.000000000000,987090.000000000000,1124370.000000000000,1050190.000000000000,1024760.000000000100,1082560.000000000000,1025990.000000000000,11756090.000000000000
FS( 150 ),930509.999999999880,1032329.999999999900,1106490.000000000000,1166270.000000000000,1189689.999999999500,975689.999999999880,1133340.000000000200,1057660.000000000000,1030780.000000000100,1094180.000000000000,1025990.000000000000,11742940.000000000000
FS( 151 ),920649.999999999880,1032329.999999999900,1099090.000000000000,1160990.000000000000,1174050.000000000000,978690.000000000000,1135410.000000000000,1050190.000000000000,1022610.000000000000,1082560.000000000000,1029490.000000000000,11686070.000000000000
FS( 152 ),910789.999999999770,1026570.000000000000,1099090.000000000000,1150430.000000000000,1158410.000000000000,975689.999999999880,1117700.000000000000,1041890.000000000000,1016590.000000000000,1074260.000000000000,1025990.000000000000,11597420.000000000000
FS( 153 ),917249.999999999880,1020930.000000000100,1123090.000000000000,1145150.000000000000,1158410.000000000000,978690.000000000000,1108960.000000000000,1041890.000000000000,1012720.000000000000,1119079.999999999800,1025990.000000000000,11652170.000000000000
FS( 154 ),902289.999999999770,1020930.000000000100,1158130.000000000000,1155710.000000000000,1151510.000000000000,984090.000000000000,1102290.000000000000,1041890.000000000000,1016590.000000000000,1094180.000000000000,1025990.000000000000,11653610.000000000000
FS( 155 ),918949.999999999880,1020930.000000000100,1183930.000000000000,1171550.000000000000,1156110.000000000000,987090.000000000000,1095620.000000000000,1050190.000000000000,1020890.000000000100,1123230.000000000000,1025990.000000000000,11754490.000000000000
FS( 156 ),909090.000000000000,1032329.999999999900,1228210.000000000000,1171550.000000000000,1165080.000000000000,987090.000000000000,1093550.000000000000,1050190.000000000000,1018740.000000000000,1135680.000000000000,1022490.000000000000,11814010.000000000000
FS( 157 ),925409.999999999770,1046009.999999999900,1246650.000000000000,1182110.000000000500,1165080.000000000000,987090.000000000000,1097919.999999999800,1057660.000000000000,1018740.000000000000,1139829.999999999800,1029490.000000000000,11896000.000000000000
FS( 158 ),918949.999999999880,1042530.000000000100,1250330.000000000000,1176830.000000000000,1160480.000000000000,989489.999999999880,1084580.000000000000,1065959.999999999500,1012720.000000000000,1127380.000000000000,1029490.000000000000,11858750.000000000000
FS( 159 ),920649.999999999880,1040250.000000000100,1276170.000000000000,1160990.000000000000,1165080.000000000000,989489.999999999880,1064800.000000000000,1053510.000000000000,1002400.000000000100,1131530.000000000000,1019690.000000000000,11824570.000000000000
FS( 160 ),907389.999999999880,1036890.000000000000,1325970.000000000000,1176830.000000000000,1178420.000000000000,981690.000000000000,1069170.000000000000,1061810.000000000000,1002400.000000000100,1135680.000000000000,1025990.000000000000,11902250.000000000000
FS( 161 ),917249.999999999880,1035690.000000000000,1329650.000000000000,1187390.000000000000,1225340.000000000000,981690.000000000000,1074690.000000000000,1065959.999999999500,1008420.000000000100,1143980.000000000000,1025990.000000000000,11996060.000000000000
FS( 162 ),917249.999999999880,1036890.000000000000,1283530.000000000000,1182110.000000000500,1220969.999999999500,981690.000000000000,1074690.000000000000,1061810.000000000000,1012720.000000000000,1148130.000000000000,1025990.000000000000,11945790.000000000000
FS( 163 ),918949.999999999880,1037969.999999999900,1279850.000000000000,1187390.000000000000,1245580.000000000000,984090.000000000000,1078139.999999999800,1070110.000000000000,1016590.000000000000,1185480.000000000000,1032290.000000000000,12036450.000000000000
FS( 164 ),909090.000000000000,1046009.999999999900,1272490.000000000000,1182110.000000000500,1234310.000000000000,978690.000000000000,1065950.000000000000,1061810.000000000000,1020890.000000000100,1193780.000000000000,1035790.000000000000,12000930.000000000000
FS( 165 ),909090.000000000000,1051650.000000000000,1302010.000000000000,1182110.000000000500,1200730.000000000000,978690.000000000000,1068020.000000000000,1065959.999999999500,1016590.000000000000,1197930.000000000000,1032290.000000000000,12005080.000000000000
FS( 166 ),905689.999999999880,1035690.000000000000,1298290.000000000000,1182110.000000000500,1207630.000000000000,975689.999999999880,1063650.000000000000,1061810.000000000000,1024760.000000000100,1177180.000000000000,1035790.000000000000,11968300.000000000000
FS( 167 ),899229.999999999880,1043729.999999999900,1279850.000000000000,1182110.000000000500,1189689.999999999500,978690.000000000000,1058130.000000000000,1046039.999999999900,1018740.000000000000,1148130.000000000000,1032290.000000000000,11876640.000000000000
FS( 168 ),885970.000000000000,1035690.000000000000,1248490.000000000000,1150430.000000000000,1196360.000000000000,970289.999999999880,1078139.999999999800,1037739.999999999900,1016590.000000000000,1168880.000000000000,1035790.000000000000,11824380.000000000000
FS( 169 ),885970.000000000000,1041449.999999999900,1250330.000000000000,1150430.000000000000,1189689.999999999500,967289.999999999880,1084580.000000000000,1041890.000000000000,1022610.000000000000,1148130.000000000000,1032290.000000000000,11814670.000000000000
FS( 170 ),869649.999999999880,1048290.000000000100,1228210.000000000000,1150430.000000000000,1183020.000000000000,964889.999999999880,1071470.000000000000,1041890.000000000000,1014440.000000000200,1135680.000000000000,1029490.000000000000,11737470.000000000000
FS( 171 ),867949.999999999880,1044810.000000000100,1213450.000000000000,1155710.000000000000,1185090.000000000000,961889.999999999770,1079060.000000000200,1046039.999999999900,1020890.000000000100,1168880.000000000000,1029490.000000000000,11773270.000000000000
FS( 172 ),851289.999999999770,1039170.000000000000,1239290.000000000000,1182110.000000000500,1183020.000000000000,967289.999999999880,1078139.999999999800,1037739.999999999900,1016590.000000000000,1181329.999999999800,1029490.000000000000,11805470.000000000000
FS( 173 ),846529.999999999880,1051650.000000000000,1228210.000000000000,1229740.000000000000,1227640.000000000000,967289.999999999880,1093550.000000000000,1050190.000000000000,1024760.000000000100,1189630.000000000000,1029490.000000000000,11938690.000000000000
FS( 174 ),861149.999999999880,1055130.000000000000,1202370.000000000000,1282650.000000000000,1223040.000000000000,964889.999999999880,1106660.000000000000,1065959.999999999500,1028630.000000000100,1197930.000000000000,1025990.000000000000,12014410.000000000000
FS( 175 ),871009.999999999880,1051650.000000000000,1206090.000000000000,1266810.000000000000,1234540.000000000000,964889.999999999880,1105740.000000000000,1061810.000000000000,1026910.000000000100,1246900.000000000000,1032290.000000000000,12068650.000000000000
FS( 176 ),876109.999999999880,1055130.000000000000,1202370.000000000000,1261530.000000000000,1243740.000000000000,967289.999999999880,1113330.000000000000,1057660.000000000000,1026910.000000000100,1251050.000000000000,1029490.000000000000,12084620.000000000000
FS( 177 ),871009.999999999880,1060770.000000000000,1187650.000000000000,1261530.000000000000,1236840.000000000000,967289.999999999880,1106660.000000000000,1057660.000000000000,1020890.000000000100,1267650.000000000000,1029490.000000000000,12067450.000000000000
FS( 178 ),869649.999999999880,1081410.000000000000,1206090.000000000000,1340840.000000000000,1262140.000000000000,981690.000000000000,1137710.000000000000,1074260.000000000000,1036800.000000000200,1329900.000000000000,1042090.000000000100,12362590.000000000000
FS( 179 ),869649.999999999880,1081410.000000000000,1213450.000000000000,1356790.000000000000,1287439.999999999500,978690.000000000000,1137710.000000000000,1074260.000000000000,1041100.000000000000,1325750.000000000000,1045589.999999999900,12411850.000000000000
FS( 180 ),874409.999999999770,1071090.000000000000,1215290.000000000000,1319720.000000000000,1278240.000000000000,978690.000000000000,1133340.000000000200,1061810.000000000000,1028630.000000000100,1296700.000000000000,1048390.000000000100,12306320.000000000000
FS( 181 ),871009.999999999880,1071090.000000000000,1204250.000000000000,1330280.000000000000,1275939.999999999500,978690.000000000000,1142080.000000000000,1074260.000000000000,1047120.000000000000,1284250.000000000000,1058190.000000000000,12337170.000000000000
FS( 182 ),862849.999999999880,1074450.000000000000,1202370.000000000000,1309160.000000000000,1287439.999999999500,984090.000000000000,1131040.000000000000,1081730.000000000000,1044970.000000000100,1321600.000000000000,1058190.000000000000,12357900.000000000000
FS( 183 ),866249.999999999880,1076730.000000000000,1206090.000000000000,1303880.000000000000,1275939.999999999500,984090.000000000000,1142540.000000000000,1077580.000000000000,1057440.000000000200,1353970.000000000200,1064490.000000000000,12409010.000000000000
FS( 184 ),874409.999999999770,1077930.000000000200,1193170.000000000000,1266810.000000000000,1264439.999999999500,984090.000000000000,1158639.999999999800,1114100.000000000000,1053140.000000000000,1317450.000000000000,1061690.000000000000,12365880.000000000000
FS( 185 ),880869.999999999880,1088250.000000000200,1198690.000000000000,1298490.000000000000,1292040.000000000000,989489.999999999880,1151740.000000000000,1114100.000000000000,1059160.000000000200,1338200.000000000000,1067990.000000000000,12479030.000000000000
FS( 186 ),879509.999999999880,1088250.000000000200,1185770.000000000000,1293210.000000000000,1292040.000000000000,978690.000000000000,1145990.000000000000,1109950.000000000000,1057440.000000000200,1317450.000000000000,1067990.000000000000,12416300.000000000000
FS( 187 ),871009.999999999880,1082490.000000000200,1180250.000000000000,1282650.000000000000,1289740.000000000000,975689.999999999880,1141389.999999999800,1085880.000000000000,1047120.000000000000,1280100.000000000000,1067990.000000000000,12304320.000000000000
FS( 188 ),871009.999999999880,1068810.000000000000,1180250.000000000000,1293210.000000000000,1298939.999999999500,978690.000000000000,1149440.000000000000,1081730.000000000000,1044970.000000000100,1275950.000000000000,1061690.000000000000,12304700.000000000000
FS( 189 ),876109.999999999880,1077930.000000000200,1180250.000000000000,1325000.000000000000,1319640.000000000000,984090.000000000000,1167840.000000000200,1090030.000000000000,1057440.000000000200,1317450.000000000000,1067990.000000000000,12463780.000000000000
FS( 190 ),866249.999999999880,1093530.000000000000,1176570.000000000000,1325000.000000000000,1321939.999999999500,984090.000000000000,1174740.000000000000,1098330.000000000000,1053140.000000000000,1321600.000000000000,1074290.000000000000,12489490.000000000000
FS( 191 ),871009.999999999880,1113930.000000000200,1176570.000000000000,1341500.000000000000,1328840.000000000000,989489.999999999880,1174740.000000000000,1105800.000000000000,1053140.000000000000,1275950.000000000000,1077790.000000000000,12508770.000000000000
FS( 192 ),869649.999999999880,1103130.000000000000,1196850.000000000000,1341500.000000000000,1331140.000000000000,989489.999999999880,1171290.000000000000,1105800.000000000000,1050990.000000000000,1263500.000000000000,1077790.000000000000,12501140.000000000000
FS( 193 ),895829.999999999880,1109130.000000000000,1204250.000000000000,1341500.000000000000,1374840.000000000000,992489.999999999880,1162090.000000000200,1093350.000000000000,1049270.000000000000,1251050.000000000000,1091090.000000000000,12564900.000000000000
FS( 194 ),879509.999999999880,1110329.999999999800,1200530.000000000000,1358000.000000000000,1436939.999999999500,995489.999999999880,1154040.000000000000,1085050.000000000000,1055290.000000000000,1296700.000000000000,1093890.000000000000,12665780.000000000000
FS( 195 ),876109.999999999880,1121130.000000000000,1191330.000000000000,1358000.000000000000,1420840.000000000000,995489.999999999880,1162090.000000000200,1101650.000000000000,1057440.000000000200,1300850.000000000000,1087590.000000000200,12672530.000000000000
FS( 196 ),874409.999999999770,1117530.000000000000,1187650.000000000000,1352500.000000000000,1425439.999999999500,997889.999999999880,1158639.999999999800,1097500.000000000000,1061310.000000000000,1238600.000000000000,1081290.000000000000,12592770.000000000000
FS( 197 ),874409.999999999770,1115130.000000000000,1195010.000000000000,1336000.000000000000,1482939.999999999500,995489.999999999880,1156340.000000000200,1085050.000000000000,1047120.000000000000,1230300.000000000000,1077790.000000000000,12595590.000000000000
FS( 198 ),869649.999999999880,1121130.000000000000,1195010.000000000000,1347000.000000000000,1522040.000000000000,995489.999999999880,1156340.000000000200,1085050.000000000000,1061310.000000000000,1234450.000000000000,1081290.000000000000,12668770.000000000000
FS( 199 ),871009.999999999880,1111530.000000000000,1189490.000000000000,1358000.000000000000,1499040.000000000000,992489.999999999880,1154040.000000000000,1080900.000000000000,1059160.000000000200,1246900.000000000000,1081290.000000000000,12643860.000000000000
FS( 200 ),862849.999999999880,1097130.000000000000,1200530.000000000000,1341500.000000000000,1471439.999999999500,995489.999999999880,1152889.999999999800,1080900.000000000000,1053140.000000000000,1217850.000000000000,1074290.000000000000,12548020.000000000000
FS( 201 ),879509.999999999880,1115130.000000000000,1207930.000000000000,1363500.000000000000,1496740.000000000000,995489.999999999880,1170139.999999999800,1097500.000000000000,1057440.000000000200,1251050.000000000000,1084090.000000000000,12718530.000000000000
FS( 202 ),880869.999999999880,1115130.000000000000,1198690.000000000000,1363500.000000000000,1485240.000000000000,995489.999999999880,1159790.000000000000,1080900.000000000000,1057440.000000000200,1222000.000000000000,1074290.000000000000,12633350.000000000000
FS( 203 ),882569.999999999880,1104329.999999999800,1207930.000000000000,1363500.000000000000,1462240.000000000000,997889.999999999880,1156340.000000000200,1080900.000000000000,1055290.000000000000,1234450.000000000000,1081290.000000000000,12626740.000000000000
FS( 204 ),890729.999999999880,1112730.000000000000,1209770.000000000000,1352500.000000000000,1476040.000000000000,997889.999999999880,1151740.000000000000,1076750.000000000000,1055290.000000000000,1226150.000000000000,1084090.000000000000,12633690.000000000000
FS( 205 ),897529.999999999880,1109130.000000000000,1209770.000000000000,1374500.000000000000,1457640.000000000000,1012289.999999999900,1155190.000000000000,1085050.000000000000,1055290.000000000000,1217850.000000000000,1091090.000000000000,12665340.000000000000
FS( 206 ),897529.999999999880,1119930.000000000200,1207930.000000000000,1380000.000000000000,1453040.000000000000,1006290.000000000000,1149440.000000000000,1076750.000000000000,1053140.000000000000,1205400.000000000000,1087590.000000000200,12637050.000000000000
FS( 207 ),907389.999999999880,1125930.000000000200,1206090.000000000000,1385500.000000000000,1446140.000000000000,1014689.999999999800,1149440.000000000000,1076750.000000000000,1065180.000000000200,1222000.000000000000,1093890.000000000000,12693010.000000000000
FS( 208 ),902289.999999999770,1133130.000000000000,1202370.000000000000,1407500.000000000000,1453040.000000000000,1017689.999999999900,1155190.000000000000,1080900.000000000000,1081520.000000000000,1201250.000000000000,1103690.000000000000,12738580.000000000000
FS( 209 ),892429.999999999880,1135530.000000000000,1241130.000000000000,1402000.000000000000,1480640.000000000000,1017689.999999999900,1164389.999999999800,1080900.000000000000,1075500.000000000000,1201250.000000000000,1103690.000000000000,12795160.000000000000
FS( 210 ),895829.999999999880,1130730.000000000000,1220850.000000000000,1369000.000000000000,1457640.000000000000,1009289.999999999800,1150590.000000000200,1085050.000000000000,1061310.000000000000,1168050.000000000000,1097389.999999999800,12645740.000000000000
FS( 211 ),877809.999999999880,1128329.999999999800,1209770.000000000000,1347000.000000000000,1418540.000000000000,991290.000000000000,1132190.000000000000,1076750.000000000000,1044970.000000000100,1139000.000000000000,1084090.000000000000,12449750.000000000000
FS( 212 ),884269.999999999880,1121130.000000000000,1178410.000000000000,1352500.000000000000,1409340.000000000000,994289.999999999770,1132190.000000000000,1080900.000000000000,1044970.000000000100,1184650.000000000000,1087590.000000000200,12470250.000000000000
FS( 213 ),885970.000000000000,1124730.000000000000,1165490.000000000000,1325000.000000000000,1450740.000000000000,985289.999999999880,1129889.999999999800,1072600.000000000000,1040670.000000000100,1151450.000000000000,1077790.000000000000,12409630.000000000000
FS( 214 ),892429.999999999880,1124730.000000000000,1174730.000000000000,1341500.000000000000,1455340.000000000000,982289.999999999880,1133340.000000000200,1072600.000000000000,1042820.000000000100,1172200.000000000000,1077790.000000000000,12469780.000000000000
FS( 215 ),892429.999999999880,1115130.000000000000,1171050.000000000000,1336000.000000000000,1455340.000000000000,988289.999999999880,1135639.999999999800,1076750.000000000000,1044970.000000000100,1163900.000000000000,1088990.000000000000,12468500.000000000000
FS( 216 ),900590.000000000000,1131930.000000000200,1183930.000000000000,1347000.000000000000,1471439.999999999500,994289.999999999770,1147139.999999999800,1089200.000000000000,1051420.000000000200,1176350.000000000000,1106490.000000000000,12599790.000000000000
FS( 217 ),899229.999999999880,1130730.000000000000,1178410.000000000000,1341500.000000000000,1453040.000000000000,994289.999999999770,1129889.999999999800,1076750.000000000000,1047120.000000000000,1163900.000000000000,1099490.000000000000,12514360.000000000000
FS( 218 ),900590.000000000000,1127130.000000000000,1182090.000000000000,1336000.000000000000,1473740.000000000000,988289.999999999880,1129889.999999999800,1068450.000000000000,1047120.000000000000,1180500.000000000000,1106490.000000000000,12540300.000000000000
FS( 219 ),902289.999999999770,1133130.000000000000,1195010.000000000000,1336000.000000000000,1459939.999999999500,994289.999999999770,1129889.999999999800,1076750.000000000000,1053570.000000000000,1213700.000000000000,1106490.000000000000,12601070.000000000000
FS( 220 ),900590.000000000000,1133130.000000000000,1195010.000000000000,1336000.000000000000,1464540.000000000000,991290.000000000000,1132190.000000000000,1085050.000000000000,1049270.000000000000,1197100.000000000000,1109990.000000000000,12594170.000000000000
FS( 221 ),907389.999999999880,1139130.000000000000,1177010.000000000000,1347000.000000000000,1499040.000000000000,997289.999999999880,1131040.000000000000,1089200.000000000000,1051420.000000000200,1197100.000000000000,1116990.000000000000,12652620.000000000000
FS( 222 ),903989.999999999880,1143930.000000000200,1159010.000000000000,1347000.000000000000,1494439.999999999500,997289.999999999880,1133340.000000000200,1089200.000000000000,1047120.000000000000,1205400.000000000000,1116990.000000000000,12637720.000000000000
FS( 223 ),905689.999999999880,1151130.000000000000,1153010.000000000000,1341500.000000000000,1510540.000000000000,1003289.999999999900,1144840.000000000200,1085050.000000000000,1053570.000000000000,1213700.000000000000,1123990.000000000000,12686320.000000000000
FS( 224 ),905689.999999999880,1141530.000000000000,1159010.000000000000,1341500.000000000000,1492140.000000000000,1003289.999999999900,1140240.000000000000,1085050.000000000000,1049270.000000000000,1201250.000000000000,1120490.000000000000,12639470.000000000000
FS( 225 ),919289.999999999770,1145130.000000000000,1153010.000000000000,1363500.000000000000,1503640.000000000000,1000289.999999999900,1162090.000000000200,1089200.000000000000,1053570.000000000000,1230300.000000000000,1120490.000000000000,12740520.000000000000
FS( 226 ),934590.000000000000,1143930.000000000200,1147010.000000000000,1363500.000000000000,1515140.000000000000,1000289.999999999900,1157490.000000000000,1093350.000000000000,1060020.000000000000,1230300.000000000000,1123990.000000000000,12769620.000000000000
FS( 227 ),937989.999999999880,1141530.000000000000,1151010.000000000000,1363500.000000000000,1508240.000000000000,1006290.000000000000,1150590.000000000200,1101650.000000000000,1051420.000000000200,1217850.000000000000,1127490.000000000000,12757570.000000000000
FS( 228 ),937989.999999999880,1151130.000000000000,1151010.000000000000,1352500.000000000000,1499040.000000000000,1003289.999999999900,1143690.000000000000,1089200.000000000000,1044970.000000000100,1201250.000000000000,1116990.000000000000,12691070.000000000000
FS( 229 ),937989.999999999880,1160730.000000000000,1169010.000000000000,1352500.000000000000,1487540.000000000000,1003289.999999999900,1148290.000000000000,1089200.000000000000,1047120.000000000000,1213700.000000000000,1120490.000000000000,12729870.000000000000
FS( 230 ),929489.999999999880,1161930.000000000200,1161010.000000000000,1341500.000000000000,1476040.000000000000,994289.999999999770,1135639.999999999800,1089200.000000000000,1040670.000000000100,1192950.000000000000,1116990.000000000000,12639720.000000000000
FS( 231 ),926090.000000000000,1166730.000000000000,1153010.000000000000,1341500.000000000000,1459939.999999999500,994289.999999999770,1132190.000000000000,1085050.000000000000,1040670.000000000100,1192950.000000000000,1113490.000000000000,12605920.000000000000
FS( 232 ),932889.999999999880,1181130.000000000000,1155010.000000000000,1358000.000000000000,1510540.000000000000,994289.999999999770,1143690.000000000000,1097500.000000000000,1047120.000000000000,1209550.000000000000,1120490.000000000000,12750220.000000000000
FS( 233 ),929489.999999999880,1167930.000000000200,1161010.000000000000,1347000.000000000000,1503640.000000000000,991290.000000000000,1129889.999999999800,1101650.000000000000,1042820.000000000100,1192950.000000000000,1116990.000000000000,12684670.000000000000
FS( 234 ),927789.999999999770,1166730.000000000000,1161010.000000000000,1358000.000000000000,1591040.000000000000,997289.999999999880,1139090.000000000200,1109950.000000000000,1042820.000000000100,1188800.000000000000,1120490.000000000000,12803020.000000000000
FS( 235 ),920989.999999999880,1157130.000000000000,1163010.000000000000,1341500.000000000000,1551939.999999999500,994289.999999999770,1139090.000000000200,1097500.000000000000,1040670.000000000100,1201250.000000000000,1113490.000000000000,12720870.000000000000
FS( 236 ),931189.999999999880,1152329.999999999800,1163010.000000000000,1330500.000000000000,1607140.000000000000,994289.999999999770,1133340.000000000200,1097500.000000000000,1040670.000000000100,1205400.000000000000,1123990.000000000000,12779370.000000000000
FS( 237 ),939689.999999999880,1161930.000000000200,1165010.000000000000,1336000.000000000000,1763540.000000000000,1003289.999999999900,1132190.000000000000,1109950.000000000000,1040670.000000000100,1209550.000000000000,1123990.000000000000,12985820.000000000000
FS( 238 ),944789.999999999770,1169130.000000000000,1171010.000000000000,1325000.000000000000,1862439.999999999500,1006290.000000000000,1144840.000000000200,1130700.000000000000,1036370.000000000100,1284250.000000000000,1123990.000000000000,13198820.000000000000
FS( 239 ),943090.000000000000,1154730.000000000000,1187010.000000000000,1281000.000000000000,1795740.000000000000,1000289.999999999900,1131040.000000000000,1114100.000000000000,1038520.000000000100,1238600.000000000000,1113490.000000000000,12997620.000000000000
FS( 240 ),941389.999999999880,1146329.999999999800,1169010.000000000000,1242500.000000000000,1878540.000000000000,997289.999999999880,1134490.000000000000,1101650.000000000000,1042820.000000000100,1234450.000000000000,1102990.000000000000,12991470.000000000000
