代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,12266726.899000000000
真實報酬,2266726.899000000200

夏普值報酬,0.217972689900
夏普值風險,0.064759474405
夏普值,3.365881083835

預期報酬,9911.273799933806
風險,97538.494280351239
起點值,0.101613971725
找到最佳解世代,4280
找到最佳解實驗#,2
找到最佳解次數,32

投資組合檔數,14
1102(1),2227(11),2408(23),2801(28),2882(31),2884(33),2885(34),2886(35),2891(38),2892(39),2912(40),3008(41),3481(43),5880(46),
FS( 102 ),810413.896499999920,744102.875249999920,835561.782000000010,814487.719249999970,851193.553499999810,735573.674000000000,787318.163500000140,805591.932500000000,781684.522250000150,809789.270249999940,778308.559499999970,714285.000000000000,811483.800000000050,781340.560000000170,11061145.308500001000
FS( 103 ),805236.906499999920,735829.647000000000,846851.602499999920,814487.719249999970,852089.571000000000,735573.674000000000,793490.728500000080,795835.297500000100,777403.549750000010,809789.270249999940,769617.189749999900,714285.000000000000,808297.959999999960,783530.824999999950,11042328.941000000000
FS( 104 ),800318.765999999830,735829.647000000000,837353.816999999810,818699.001500000010,837574.087499999790,735573.674000000000,793490.728500000080,789214.723750000000,771410.188249999890,809789.270249999940,773977.808250000120,714285.000000000000,836333.351999999960,786268.656249999880,11040128.720249999000
FS( 105 ),805236.906499999920,734455.753499999990,831260.897999999930,818699.001500000010,846892.669499999840,743458.628000000140,781762.855000000210,800713.614999999990,771410.188249999890,809789.270249999940,769617.189749999900,714285.000000000000,887306.791999999900,786268.656249999880,11101167.423500000000
FS( 106 ),791517.883000000030,724808.631750000060,826063.996500000010,818699.001500000010,833990.017499999730,743458.628000000140,775590.290000000150,794093.041249999890,773550.674499999960,811660.951249999930,779742.187499999880,714285.000000000000,858634.231999999960,791196.752500000060,11037301.287249999000
FS( 107 ),788929.387999999920,723434.738250000050,813878.158500000020,821038.602750000080,833273.203499999830,743458.628000000140,778676.572500000130,794093.041249999890,775691.160750000040,811660.951249999930,773977.808250000120,714285.000000000000,912793.511999999990,786268.656249999880,11071469.421250001000
FS( 108 ),802907.260999999940,726212.392499999960,836457.799499999960,806065.154750000100,833273.203499999830,745210.840000000080,775590.290000000150,794093.041249999890,775691.160750000040,814000.552499999990,766720.066499999960,714285.000000000000,909607.671999999900,791196.752500000060,11091321.186750000000
FS( 109 ),787635.140499999980,733081.859999999990,829468.863000000010,777522.019499999940,825388.249499999920,746963.052000000030,763862.416500000170,790608.528750000060,765416.826750000010,800898.785499999880,765286.438499999930,714285.000000000000,909607.671999999900,778602.728750000010,10988637.581250001000
FS( 110 ),780128.505000000120,748224.555749999940,821583.908999999990,777522.019499999940,821087.365499999840,744772.787000000010,763862.416500000170,790608.528750000060,765416.826750000010,796687.503250000070,765286.438499999930,714285.000000000000,940828.903999999980,778602.728750000010,11008907.488250000000
FS( 111 ),777798.859500000020,774418.133999999960,829468.863000000010,766759.853750000130,815173.649999999790,743020.575000000070,769417.725000000210,792350.784999999920,773550.674499999960,796687.503250000070,763822.943250000010,714285.000000000000,947200.583999999920,781340.560000000170,11045305.710250001000
FS( 112 ),762785.588499999950,777165.921000000090,818179.042500000100,749446.804499999970,803167.015499999860,736887.832999999870,757689.851500000220,787472.467500000030,761135.854250000090,785925.337499999910,762389.315249999870,714285.000000000000,931908.552000000030,773674.632499999950,10922123.215499999000
FS( 113 ),747772.317500000120,777165.921000000090,807785.239499999910,751318.485500000070,812485.597499999800,736887.832999999870,754603.569000000130,790608.528750000060,759423.465250000120,785925.337499999910,776874.931500000060,714285.000000000000,903235.991999999850,768746.536250000000,10887128.754250003000
FS( 114 ),764079.835999999890,779913.707999999980,811190.105999999910,760208.970250000010,820370.551499999830,740830.310000000060,766331.442500000240,795835.297500000100,763276.340500000170,792476.221000000020,773977.808250000120,714285.000000000000,896864.312000000030,778602.728750000010,10958252.632250002000
FS( 115 ),775210.364500000030,778539.814499999980,797212.233000000010,760208.970250000010,821983.382999999680,734697.567999999970,769417.725000000210,792350.784999999920,763276.340500000170,799027.104500000020,772514.313000000080,714285.000000000000,874563.431999999910,781340.560000000170,10934637.593250001000
FS( 116 ),790223.635499999970,786813.042749999910,823375.943999999900,773310.737250000120,842591.785499999880,743020.575000000070,781762.855000000210,802107.420000000040,773550.674499999960,807449.668999999880,786999.929250000040,714285.000000000000,937643.064000000010,783530.824999999950,11146675.156749997000
FS( 117 ),786599.742500000050,788186.936249999910,840041.869500000030,770971.136000000060,844383.820499999680,743020.575000000070,781762.855000000210,808727.993750000260,779544.035999999850,811660.951249999930,804352.801500000060,714285.000000000000,928722.711999999940,791196.752500000060,11193467.181750000000
FS( 118 ),780128.505000000120,799207.951499999970,832156.915500000000,766759.853750000130,843487.802999999840,739078.098000000000,781762.855000000210,807334.188750000090,779544.035999999850,800898.785499999880,781205.682749999920,714285.000000000000,906421.831999999940,786268.656249999880,11118550.163000001000
FS( 119 ),767703.729000000050,814350.647249999920,840041.869500000030,766759.853750000130,840978.953999999790,734697.567999999970,778676.572500000130,798971.358750000010,781684.522250000150,796687.503250000070,786999.929250000040,714285.000000000000,903235.991999999850,786268.656249999880,11111352.155750001000
FS( 120 ),767703.729000000050,814350.647249999920,860829.475499999940,770971.136000000060,851193.553499999810,740830.310000000060,784849.137500000190,805591.932500000000,783825.008500000000,822423.116999999970,785536.433999999890,714285.000000000000,919165.191999999920,791196.752500000060,11212761.425249999000
FS( 121 ),767703.729000000050,815724.540749999930,858320.626499999900,770971.136000000060,855494.437499999880,744772.787000000010,784849.137500000190,808727.993750000260,787677.883750000040,822423.116999999970,785536.433999999890,714285.000000000000,909607.671999999900,793934.583749999990,11220039.078500001000
FS( 122 ),776504.611999999960,814350.647249999920,868714.429499999850,777522.019499999940,856390.454999999730,743020.575000000070,784849.137500000190,812212.506250000090,787677.883750000040,827102.319499999980,784102.805999999870,714285.000000000000,934457.223999999930,798862.679999999930,11280062.295249999000
FS( 123 ),770292.224000000050,806077.418999999880,866922.394499999940,770971.136000000060,846892.669499999840,743020.575000000070,784849.137500000190,807334.188750000090,783825.008500000000,822423.116999999970,781205.682749999920,714285.000000000000,912793.511999999990,796672.414999999920,11207574.479499999000
FS( 124 ),753984.705499999920,819846.221249999940,870506.464499999890,770971.136000000060,851193.553499999810,743020.575000000070,787318.163500000140,807334.188750000090,787677.883750000040,824762.718250000030,778308.559499999970,714285.000000000000,880935.111999999960,798862.679999999930,11189016.961499998000
FS( 125 ),740265.681999999910,823997.768999999850,879108.232500000040,770971.136000000060,850476.739499999790,736887.832999999870,781762.855000000210,807334.188750000090,787677.883750000040,822423.116999999970,791330.680500000020,714285.000000000000,839519.191999999920,801600.511249999980,11147650.820249999000
FS( 126 ),745183.822499999890,841888.251749999940,886097.168999999990,768631.534749999990,850476.739499999790,736887.832999999870,787318.163500000140,805591.932500000000,789818.369999999880,822423.116999999970,808713.419999999930,714285.000000000000,855448.391999999880,798862.679999999930,11211636.425499998000
FS( 127 ),740265.681999999910,854283.160500000000,875703.366000000040,766759.853750000130,854777.623499999870,740830.310000000060,784849.137500000190,810470.250000000120,793671.245249999920,824762.718250000030,827529.787499999980,714285.000000000000,830598.839999999970,798862.679999999930,11217659.654250000000
FS( 128 ),726546.658500000020,855657.054000000000,889681.238999999940,768631.534749999990,853881.605999999800,743020.575000000070,784849.137500000190,813954.762500000070,800092.704000000140,824762.718250000030,823169.168999999880,714285.000000000000,827413.000000000000,798862.679999999930,11224817.838500001000
FS( 129 ),722663.915999999850,872203.510499999970,934840.521000000070,766759.853750000130,864992.222999999880,743020.575000000070,784849.137500000190,817090.823749999980,808226.551749999870,831313.601750000030,818838.417749999910,714285.000000000000,833784.679999999930,801600.511249999980,11314479.322999999000
FS( 130 ),726546.658500000020,872203.510499999970,907063.978499999970,757869.369000000060,871981.159499999830,744772.787000000010,790404.446000000110,821969.141250000100,816360.399500000060,824762.718250000030,830397.043499999910,714285.000000000000,842705.031999999890,801600.511249999980,11322931.754750000000
FS( 131 ),719040.023000000040,866678.069250000060,894878.140499999980,760208.970250000010,873593.990999999810,752657.741000000040,784849.137500000190,815348.567500000000,814219.913249999980,828974.000499999970,818838.417749999910,714285.000000000000,833784.679999999930,804338.342500000030,11281704.993999999000
FS( 132 ),711533.387500000070,866678.069250000060,882692.302499999990,757869.369000000060,859795.321499999850,752657.741000000040,778676.572500000130,810470.250000000120,808226.551749999870,827102.319499999980,805816.296749999860,714285.000000000000,827413.000000000000,801600.511249999980,11204826.692500001000
FS( 133 ),716451.527999999930,884598.419250000040,882692.302499999990,760208.970250000010,852985.588499999840,750905.528999999980,778676.572500000130,807334.188750000090,797952.217750000070,827102.319499999980,804352.801500000060,714285.000000000000,861820.071999999930,801600.511249999980,11240976.020750001000
FS( 134 ),705062.150000000020,910762.130249999930,877316.197499999890,764420.252500000060,847788.686999999920,750905.528999999980,778676.572500000130,810470.250000000120,803945.579250000180,833185.282749999900,807249.924749999890,714285.000000000000,842705.031999999890,801600.511249999980,11248383.098749999000
FS( 135 ),717745.775499999870,930026.506500000020,880900.267500000070,766759.853750000130,842591.785499999880,752657.741000000040,784849.137500000190,813954.762500000070,791958.856249999950,828974.000499999970,831860.538749999950,714285.000000000000,865005.912000000010,801600.511249999980,11323180.648500001000
FS( 136 ),710239.139999999900,963089.552250000180,887889.203999999910,766759.853750000130,840978.953999999790,750905.528999999980,784849.137500000190,812212.506250000090,791958.856249999950,828974.000499999970,841985.536499999930,714285.000000000000,874563.431999999910,798862.679999999930,11367563.381999999000
FS( 137 ),722663.915999999850,976858.354500000020,887889.203999999910,766759.853750000130,844383.820499999680,752657.741000000040,790404.446000000110,812212.506250000090,806086.065500000030,831313.601750000030,826066.292249999940,714285.000000000000,877749.272000000000,804338.342500000030,11413678.415999999000
FS( 138 ),717745.775499999870,979606.141500000030,884305.133999999960,768631.534749999990,833990.017499999730,754848.006000000050,796577.011000000170,807334.188750000090,806086.065500000030,833185.282749999900,820272.045750000160,714285.000000000000,868191.751999999980,804338.342500000030,11389406.297499999000
FS( 139 ),719040.023000000040,998900.385000000130,887889.203999999910,768631.534749999990,818578.516499999790,748715.263999999850,787318.163500000140,798971.358750000010,793671.245249999920,833185.282749999900,805816.296749999860,714285.000000000000,871377.591999999950,796672.414999999920,11343062.281249998000
FS( 140 ),708944.892500000070,1036085.111250000000,898283.006999999980,762548.571500000080,821983.382999999680,748715.263999999850,793490.728500000080,798971.358750000010,793671.245249999920,833185.282749999900,817374.922499999990,714285.000000000000,874563.431999999910,801600.511249999980,11403712.710250000000
FS( 141 ),716451.527999999930,1038832.898250000000,934840.521000000070,762548.571500000080,826284.266999999760,750905.528999999980,796577.011000000170,803849.676250000020,800092.704000000140,833185.282749999900,823169.168999999880,714285.000000000000,880935.111999999960,801600.511249999980,11483567.781000001000
FS( 142 ),716451.527999999930,1004395.958999999900,931435.654499999830,762548.571500000080,826284.266999999760,750905.528999999980,793490.728500000080,807334.188750000090,803945.579250000180,833185.282749999900,817374.922499999990,714285.000000000000,884120.952000000050,801600.511249999980,11447368.674000001000
FS( 143 ),717745.775499999870,1001648.171999999800,950610.428999999890,764420.252500000060,828972.319499999870,752657.741000000040,799663.293500000150,810470.250000000120,802233.190249999990,835524.883999999960,823169.168999999880,714285.000000000000,912793.511999999990,806528.607500000040,11520732.595750000000
FS( 144 ),710239.139999999900,996152.598000000000,941829.457500000020,760208.970250000010,819474.533999999870,748715.263999999850,793490.728500000080,813954.762500000070,802233.190249999990,835524.883999999960,814477.799249999920,714285.000000000000,919165.191999999920,809266.438749999970,11479027.958999999000
FS( 145 ),710239.139999999900,1018194.628500000000,915665.746500000010,760208.970250000010,821087.365499999840,748715.263999999850,796577.011000000170,810470.250000000120,800092.704000000140,835524.883999999960,833294.166749999970,714285.000000000000,922351.031999999890,806528.607500000040,11493244.769999998000
FS( 146 ),707650.645000000020,1015416.974250000000,921041.851499999870,757869.369000000060,817682.498999999950,748715.263999999850,793490.728500000080,817090.823749999980,803945.579250000180,844415.368749999910,833294.166749999970,714285.000000000000,906421.831999999940,809266.438749999970,11490596.540500002000
FS( 147 ),702732.504499999920,1001648.171999999800,907063.978499999970,760208.970250000010,813381.614999999870,746963.052000000030,781762.855000000210,812212.506250000090,803945.579250000180,842075.767499999960,826066.292249999940,714285.000000000000,884120.952000000050,806528.607500000040,11403005.852000000000
FS( 148 ),692637.374000000070,978232.248000000020,912260.880000000120,753658.086750000020,828972.319499999870,746963.052000000030,775590.290000000150,810470.250000000120,803945.579250000180,842075.767499999960,814477.799249999920,714285.000000000000,900050.152000000000,809266.438749999970,11382895.237000002000
FS( 149 ),692637.374000000070,979606.141500000030,907063.978499999970,751318.485500000070,833990.017499999730,746963.052000000030,778676.572500000130,815348.567500000000,806086.065500000030,844415.368749999910,817374.922499999990,714285.000000000000,884120.952000000050,806528.607500000040,11378425.105249999000
FS( 150 ),680212.598000000000,963089.552250000180,901867.076999999930,749446.804499999970,823775.417999999830,740830.310000000060,778676.572500000130,808727.993750000260,803945.579250000180,839736.166249999890,814477.799249999920,714285.000000000000,874563.431999999910,804338.342500000030,11297982.645249998000
FS( 151 ),678918.350499999940,952068.537000000010,903479.908500000020,747107.203250000020,829689.133500000000,746963.052000000030,781762.855000000210,813954.762500000070,803945.579250000180,835524.883999999960,814477.799249999920,714285.000000000000,900050.152000000000,804338.342500000030,11326575.559250001000
FS( 152 ),666234.724999999980,971362.780499999990,901867.076999999930,751318.485500000070,828972.319499999870,744772.787000000010,775590.290000000150,810470.250000000120,802233.190249999990,844415.368749999910,815941.294500000080,714285.000000000000,909607.671999999900,804338.342500000030,11341419.582500000000
FS( 153 ),662610.831999999940,963089.552250000180,936632.555999999870,751318.485500000070,840978.953999999790,744772.787000000010,784849.137500000190,817090.823749999980,808226.551749999870,846287.049749999890,808713.419999999930,714285.000000000000,915979.351999999960,804338.342500000030,11399182.844000001000
FS( 154 ),673741.360500000070,943795.308749999970,933048.485999999920,749446.804499999970,851193.553499999810,744772.787000000010,796577.011000000170,820226.884999999890,810367.037999999940,848626.650999999950,811610.543249999870,714285.000000000000,922351.031999999890,801600.511249999980,11421652.971749999000
FS( 155 ),681247.996000000040,946572.962999999870,942008.660999999960,749446.804499999970,850476.739499999790,743020.575000000070,793490.728500000080,818833.080000000190,803945.579250000180,848626.650999999950,802919.173499999920,714285.000000000000,959943.943999999900,806528.607500000040,11461356.502750000000
FS( 156 ),685130.738499999980,943795.308749999970,949176.800999999860,751318.485500000070,856390.454999999730,740830.310000000060,790404.446000000110,818833.080000000190,808226.551749999870,855177.534500000070,802919.173499999920,714285.000000000000,963129.783999999990,804338.342500000030,11483966.010999998000
FS( 157 ),681247.996000000040,932804.160750000040,943800.696000000110,751318.485500000070,851193.553499999810,740830.310000000060,790404.446000000110,813954.762500000070,803945.579250000180,861728.417999999950,808713.419999999930,714285.000000000000,975873.143999999850,804338.342500000030,11474448.313999999000
FS( 158 ),680212.598000000000,946572.962999999870,963513.080999999890,762548.571500000080,875386.025999999840,748715.263999999850,802749.576000000120,826847.458749999990,820213.274750000100,874362.264749999970,834757.661999999890,714285.000000000000,1023660.743999999900,814194.535000000030,11688029.018750001000
FS( 159 ),680212.598000000000,952068.537000000010,983225.466000000010,760208.970250000010,875386.025999999840,752657.741000000040,802749.576000000120,830331.971249999830,820213.274750000100,883252.749500000030,824632.664250000030,714285.000000000000,1020474.904000000000,816932.366250000080,11716641.844249999000
FS( 160 ),683836.490999999920,953442.430500000020,976057.325999999880,760208.970250000010,871981.159499999830,748715.263999999850,793490.728500000080,820226.884999999890,816360.399500000060,874362.264749999970,817374.922499999990,714285.000000000000,998174.023999999980,819122.631249999980,11647648.496749999000
FS( 161 ),681247.996000000040,945199.069500000100,974265.290999999970,760208.970250000010,878790.892499999730,752657.741000000040,802749.576000000120,835210.288750000070,824494.247250000010,883252.749500000030,818838.417749999910,714285.000000000000,988616.503999999960,826788.558750000080,11686615.302250002000
FS( 162 ),675035.608000000010,943795.308749999970,983225.466000000010,764420.252500000060,870189.124499999920,752657.741000000040,808304.884500000280,833468.032500000090,826634.733499999860,880913.148249999970,818838.417749999910,714285.000000000000,1017289.064000000000,826788.558750000080,11715855.339999998000
FS( 163 ),677624.103000000000,946572.962999999870,974265.290999999970,764420.252500000060,879149.299499999960,754848.006000000050,805218.602000000190,843573.118750000260,828347.122500000060,883252.749500000030,815941.294500000080,714285.000000000000,1042138.616000000000,831716.655000000030,11761363.073249999000
FS( 164 ),683836.490999999920,936925.841250000060,965305.116000000040,764420.252500000060,891693.544499999840,754848.006000000050,832377.888000000040,840088.606250000070,832628.094999999970,880913.148249999970,807249.924749999890,714285.000000000000,1014103.223999999900,829526.390000000010,11748211.527500000000
FS( 165 ),688754.631499999900,941047.521749999960,986809.535999999960,768631.534749999990,886317.439499999860,756600.217999999990,832377.888000000040,844966.923750000190,836480.970249999780,883252.749500000030,813044.171249999900,714285.000000000000,1030032.424000000000,834454.486249999960,11817065.494500002000
FS( 166 ),687719.233499999970,931400.399999999910,986809.535999999960,760208.970250000010,881837.351999999840,750905.528999999980,829291.605500000060,843573.118750000260,834768.581250000050,883252.749500000030,814477.799249999920,714285.000000000000,1014103.223999999900,834454.486249999960,11767097.585250000000
FS( 167 ),681247.996000000040,927278.719500000010,985017.500999999810,757869.369000000060,878253.281999999890,748715.263999999850,811391.167000000130,835210.288750000070,826634.733499999860,878573.547000000020,814477.799249999920,714285.000000000000,985430.663999999990,834454.486249999960,11678849.817250000000
FS( 168 ),681247.996000000040,927278.719500000010,992185.641000000060,760208.970250000010,884525.404499999710,750905.528999999980,808304.884500000280,833468.032500000090,826634.733499999860,874362.264749999970,811610.543249999870,714285.000000000000,982244.823999999910,829526.390000000010,11676798.932750000000
FS( 169 ),685130.738499999980,927278.719500000010,1008313.955999999900,764420.252500000060,898861.684499999740,754848.006000000050,814477.449500000100,843573.118750000260,836480.970249999780,874362.264749999970,823169.168999999880,714285.000000000000,1014103.223999999900,834454.486249999960,11793769.039500000000
FS( 170 ),677624.103000000000,924530.932500000000,1010105.991000000000,764420.252500000060,904237.789499999840,756600.217999999990,820650.014500000160,840088.606250000070,840761.942749999930,876701.866000000040,814477.799249999920,714285.000000000000,1017289.064000000000,839382.582499999900,11801166.161750000000
FS( 171 ),681247.996000000040,924530.932500000000,1015482.096000000000,768631.534749999990,904237.789499999840,762732.960000000080,826205.323000000210,840088.606250000070,854889.152000000000,878573.547000000020,818838.417749999910,714285.000000000000,982244.823999999910,842120.413749999950,11814118.592499997000
FS( 172 ),680212.598000000000,939673.628249999830,1017274.130999999900,768631.534749999990,901549.736999999960,768865.702000000050,826205.323000000210,838346.350000000090,857029.638249999840,885124.430499999900,818838.417749999910,714285.000000000000,972687.304000000000,842120.413749999950,11830854.208249999000
FS( 173 ),700144.009499999930,945199.069500000100,1051322.796000000100,770971.136000000060,894381.596999999830,770617.913999999870,816946.475500000060,836952.545000000040,865591.583249999910,891675.313999999900,823169.168999999880,714285.000000000000,963129.783999999990,852524.172499999990,11896920.565249998000
FS( 174 ),687719.233499999970,942421.415249999960,1099707.740999999900,773310.737250000120,888109.474499999890,772808.179000000000,810773.910500000110,841830.862500000050,852748.665750000160,894014.915249999960,830397.043499999910,714285.000000000000,998174.023999999980,854714.437499999880,11961025.639500001000
FS( 175 ),685130.738499999980,935551.947750000050,1087163.496000000300,773310.737250000120,894381.596999999830,780693.132999999910,823119.040500000240,843573.118750000260,861310.610749999990,891675.313999999900,830397.043499999910,714285.000000000000,1001359.863999999900,849786.341250000170,11971747.982250003000
FS( 176 ),683836.490999999920,932804.160750000040,1090747.565999999900,775182.418249999990,891693.544499999840,782445.344999999860,820032.758000000260,846709.180000000170,854889.152000000000,889803.633000000030,821735.541000000080,714285.000000000000,953572.263999999970,844858.244999999880,11902605.298500000000
FS( 177 ),683836.490999999920,938299.734749999950,1135548.440999999900,773310.737250000120,889901.509499999810,782445.344999999860,810773.910500000110,835210.288750000070,848467.693250000010,889803.633000000030,821735.541000000080,714285.000000000000,947200.583999999920,842120.413749999950,11912949.322750000000
FS( 178 ),680212.598000000000,938299.734749999950,1166013.036000000100,773310.737250000120,889901.509499999810,780693.132999999910,810773.910500000110,846709.180000000170,844186.720749999860,891675.313999999900,830397.043499999910,714285.000000000000,950386.424000000000,844858.244999999880,11961712.586250002000
FS( 179 ),681247.996000000040,934178.054250000040,1148092.686000000000,770971.136000000060,888109.474499999890,778502.868000000020,807687.628000000260,844966.923750000190,837765.262000000100,887464.031749999970,850676.906250000000,714285.000000000000,959943.943999999900,844858.244999999880,11948760.155499998000
FS( 180 ),675035.608000000010,942421.415249999960,1126588.265999999800,773310.737250000120,887213.456999999940,776750.656000000080,807687.628000000260,840088.606250000070,839905.748249999950,880913.148249999970,862265.399250000020,714285.000000000000,937643.064000000010,839382.582499999900,11903501.316000002000
FS( 181 ),687719.233499999970,947946.856499999990,1146300.651000000100,773310.737250000120,900653.719499999890,782445.344999999860,820032.758000000260,843573.118750000260,848467.693250000010,885124.430499999900,862265.399250000020,714285.000000000000,963129.783999999990,847048.510000000010,12022313.236500002000
FS( 182 ),688754.631499999900,941047.521749999960,1137340.476000000000,773310.737250000120,892589.561999999920,778502.868000000020,807687.628000000260,843573.118750000260,848467.693250000010,883252.749500000030,797124.927000000140,714285.000000000000,940828.903999999980,839382.582499999900,11886158.399500001000
FS( 183 ),690048.878999999960,947946.856499999990,1119420.125999999900,775182.418249999990,889901.509499999810,774560.391000000060,807687.628000000260,841830.862500000050,844186.720749999860,883252.749500000030,768183.561749999990,714285.000000000000,950386.424000000000,844858.244999999880,11851741.371750001000
FS( 184 ),696261.266999999880,949320.749999999880,1130172.336000000100,775182.418249999990,886317.439499999860,780693.132999999910,804601.345500000290,841830.862500000050,831343.803250000110,889803.633000000030,778308.559499999970,714285.000000000000,944014.743999999950,847048.510000000010,11869193.801499998000
FS( 185 ),701438.256999999980,949320.749999999880,1115836.056000000300,786412.504250000000,889005.491999999740,782445.344999999860,810773.910500000110,841830.862500000050,839905.748249999950,898226.197499999890,794735.546999999900,714285.000000000000,937643.064000000010,852524.172499999990,11914392.906499999000
FS( 186 ),701438.256999999980,947946.856499999990,1112251.986000000000,781733.301749999980,884525.404499999710,780693.132999999910,804601.345500000290,840088.606250000070,831343.803250000110,898226.197499999890,785775.371999999970,714285.000000000000,928085.543999999880,849786.341250000170,11860791.148499999000
FS( 187 ),708944.892500000070,946572.962999999870,1106875.881000000300,788284.185249999980,884525.404499999710,788578.087000000060,804601.345500000290,849845.241250000080,839905.748249999950,911795.884750000080,779801.921999999900,714285.000000000000,940828.903999999980,854714.437499999880,11919569.896500001000
FS( 188 ),705062.150000000020,943795.308749999970,1112251.986000000000,790623.786499999930,889005.491999999740,792520.563999999900,807687.628000000260,863086.388750000040,846327.206999999940,911795.884750000080,776815.196999999930,714285.000000000000,924899.704000000030,862380.364999999990,11940546.661750000000
FS( 189 ),697555.514500000050,972736.673999999880,1133756.406000000200,790623.786499999930,896173.631999999870,788578.087000000060,807687.628000000260,858208.071250000040,846327.206999999940,907116.682249999950,784282.009499999930,714285.000000000000,924899.704000000030,862380.364999999990,11984620.767000003000
FS( 190 ),700144.009499999930,957593.978249999810,1115836.056000000300,784072.902999999930,885421.421999999790,799967.465000000080,810773.910500000110,846709.180000000170,839905.748249999950,900097.878499999990,784282.009499999930,714285.000000000000,899412.983999999940,857452.268749999930,11895964.813250002000
FS( 191 ),686424.985999999920,949320.749999999880,1085371.461000000100,770035.295500000010,871085.141999999760,795586.935000000060,804601.345500000290,833468.032500000090,827062.830749999960,890739.473499999960,782788.647000000000,714285.000000000000,877112.104000000050,847048.510000000010,11734940.512749998000
FS( 192 ),691343.126500000010,925904.826000000120,1078203.321000000200,772374.896749999960,871085.141999999760,793396.669999999930,807687.628000000260,833468.032500000090,835624.775750000030,886060.270999999950,781295.284499999950,714285.000000000000,912156.343999999920,849786.341250000170,11752681.659250000000
FS( 193 ),692637.374000000070,916257.704250000070,1110459.950999999900,765356.092999999990,869293.106999999840,786825.875000000000,801515.063000000080,829983.520000000020,835624.775750000030,874362.264749999970,781295.284499999950,714285.000000000000,886669.623999999950,842120.413749999950,11706696.049999999000
FS( 194 ),697555.514500000050,923157.038999999990,1114044.021000000200,763016.491750000040,871981.159499999830,789016.140000000010,801515.063000000080,831725.776250000000,844186.720749999860,881381.068499999940,784282.009499999930,714285.000000000000,902598.823999999910,842120.413749999950,11760875.241500000000
FS( 195 ),697555.514500000050,920409.251999999980,1114044.021000000200,767695.694249999940,873773.194499999870,789016.140000000010,804601.345500000290,833468.032500000090,848467.693250000010,881381.068499999940,781295.284499999950,714285.000000000000,896227.143999999850,850881.473750000000,11773110.858249998000
FS( 196 ),703767.902499999970,930026.506500000020,1126588.265999999800,772374.896749999960,882733.369499999910,797777.200000000070,813860.193000000090,838694.801250000020,852748.665750000160,900097.878499999990,779801.921999999900,714285.000000000000,905784.663999999990,864570.630000000000,11883121.895750001000
FS( 197 ),702732.504499999920,925904.826000000120,1112251.986000000000,772374.896749999960,869293.106999999840,797777.200000000070,804601.345500000290,835210.288750000070,846327.206999999940,895418.675999999980,775321.834500000000,714285.000000000000,896227.143999999850,859094.967500000030,11806830.983500000000
FS( 198 ),703767.902499999970,928652.612999999900,1128380.301000000000,767695.694249999940,869293.106999999840,795586.935000000060,798428.780500000110,835210.288750000070,846327.206999999940,895418.675999999980,773828.471999999950,714285.000000000000,908970.503999999960,864570.630000000000,11830426.111000000000
FS( 199 ),705062.150000000020,938299.734749999950,1117628.090999999800,772374.896749999960,869293.106999999840,797777.200000000070,804601.345500000290,840437.057500000000,848467.693250000010,900097.878499999990,767855.022000000000,714285.000000000000,934457.223999999930,864570.630000000000,11875217.030250000000
FS( 200 ),703767.902499999970,938299.734749999950,1121212.161000000100,770035.295500000010,871085.141999999760,804347.994999999880,810773.910500000110,836952.545000000040,850608.179500000090,902437.479749999940,773828.471999999950,714285.000000000000,921713.863999999940,867308.461249999930,11886666.142749999000
FS( 201 ),708944.892500000070,924859.472249999990,1148092.686000000000,774714.498000000020,870189.124499999920,810918.790000000040,813860.193000000090,838694.801250000020,848467.693250000010,911795.884750000080,772335.109499999900,714285.000000000000,921713.863999999940,872784.123750000030,11931666.132750001000
FS( 202 ),706356.397499999850,911419.209749999920,1144508.615999999900,774714.498000000020,871981.159499999830,815299.319999999830,813860.193000000090,835210.288750000070,852748.665750000160,909456.283500000020,779801.921999999900,714285.000000000000,928085.543999999880,872784.123750000030,11930521.221500000000
FS( 203 ),707650.645000000020,906939.122250000010,1157052.861000000000,779393.700499999920,880941.334499999760,819679.850000000090,810773.910500000110,840437.057500000000,852748.665750000160,914135.486000000030,782788.647000000000,714285.000000000000,934457.223999999930,878259.786250000000,11979553.290250000000
FS( 204 ),707650.645000000020,911419.209749999920,1142716.581000000200,779393.700499999920,877357.264499999820,817489.585000000080,810773.910500000110,836952.545000000040,848467.693250000010,911795.884750000080,779801.921999999900,714285.000000000000,924899.704000000030,875521.954999999960,11938535.600250000000
FS( 205 ),718004.625000000000,906939.122250000010,1151676.756000000300,777054.099249999970,894381.596999999830,828440.910000000030,813860.193000000090,840437.057500000000,850608.179500000090,914135.486000000030,782788.647000000000,714285.000000000000,947200.583999999920,875521.954999999960,12015344.211500000000
FS( 206 ),729652.852499999920,902459.034749999990,1160636.931000000300,777054.099249999970,890797.526999999890,824060.380000000240,816946.475500000060,845663.826250000040,850608.179500000090,918814.688500000050,781295.284499999950,714285.000000000000,947200.583999999920,878259.786250000000,12037744.649000000000
