代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,11931087.688500000000
真實報酬,1931087.688500000200

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,14802.232688430249
風險,80176.516679395500
起點值,0.184620551023
找到最佳解世代,1990
找到最佳解實驗#,9
找到最佳解次數,4

投資組合檔數,13
1102(1)[12],2002(7)[43],2308(14)[3],2409(23)[6],2412(24)[4],2454(25)[11],2882(31)[29],2887(36)[28],2912(40)[20],3008(41)[2],3045(42)[17],4938(46)[1],9999(50)[42],
FS( 107 ),846990.000000000000,782150.000000000000,957530.000000000000,1051430.000000000000,805130.000000000000,864150.000000000000,920640.000000000000,875730.000000000000,965070.000000000000,769230.000000000000,838330.000000000000,1124120.000000000000,769230.000000000000,11569740.000000000000
FS( 108 ),828270.000000000000,773310.000000000000,946330.000000000000,1032730.000000000100,801630.000000000000,855470.000000000000,893970.000000000000,859230.000000000000,947270.000000000000,769230.000000000000,826330.000000000000,1077430.000000000000,769230.000000000000,11380440.000000000000
FS( 109 ),821549.999999999880,770590.000000000120,944079.999999999880,994480.000000000120,801630.000000000000,883270.000000000000,913290.000000000000,867480.000000000000,938150.000000000000,769230.000000000000,827129.999999999880,1068000.000000000000,769230.000000000000,11368120.000000000000
FS( 110 ),833309.999999999880,776370.000000000000,973179.999999999880,1013179.999999999900,807730.000000000000,864150.000000000000,915180.000000000000,870480.000000000000,943630.000000000000,769230.000000000000,842629.999999999880,1056960.000000000000,769230.000000000000,11435270.000000000000
FS( 111 ),827309.999999999880,770590.000000000120,973179.999999999880,1025080.000000000000,805130.000000000000,861550.000000000000,907830.000000000000,867480.000000000000,939950.000000000000,769230.000000000000,844330.000000000000,1068000.000000000000,769230.000000000000,11428900.000000000000
FS( 112 ),844110.000000000120,775010.000000000000,970930.000000000000,1063330.000000000000,807730.000000000000,869370.000000000000,918750.000000000000,872730.000000000120,927190.000000000000,769230.000000000000,850330.000000000120,1090540.000000000000,769230.000000000000,11528490.000000000000
FS( 113 ),845070.000000000000,780790.000000000000,964230.000000000000,1048030.000000000000,807730.000000000000,859810.000000000000,912450.000000000000,878730.000000000120,923510.000000000000,769230.000000000000,845129.999999999880,1118600.000000000000,769230.000000000000,11522550.000000000000
FS( 114 ),852029.999999999880,785210.000000000120,970930.000000000000,1063330.000000000000,811130.000000000000,875450.000000000000,926100.000000000000,883980.000000000000,916230.000000000000,769230.000000000000,846930.000000000000,1129640.000000000000,769230.000000000000,11599430.000000000000
FS( 115 ),852990.000000000000,789970.000000000000,970930.000000000000,1063330.000000000000,809430.000000000000,878050.000000000000,935339.999999999880,872730.000000000120,910750.000000000000,769230.000000000000,851130.000000000000,1133550.000000000000,769230.000000000000,11606670.000000000000
FS( 116 ),853950.000000000000,793029.999999999880,970930.000000000000,1070979.999999999800,809430.000000000000,878050.000000000000,927989.999999999880,870480.000000000000,921710.000000000000,769230.000000000000,855430.000000000000,1135390.000000000000,769230.000000000000,11625840.000000000000
FS( 117 ),853950.000000000000,793029.999999999880,970930.000000000000,1063330.000000000000,808530.000000000000,878050.000000000000,920640.000000000000,867480.000000000000,914390.000000000000,769230.000000000000,855430.000000000000,1193350.000000000000,769230.000000000000,11657580.000000000000
FS( 118 ),870750.000000000000,802210.000000000120,970930.000000000000,1066730.000000000000,818130.000000000000,895430.000000000000,927989.999999999880,906480.000000000000,927190.000000000000,769230.000000000000,858830.000000000000,1176560.000000000000,769230.000000000000,11759700.000000000000
FS( 119 ),875549.999999999880,810029.999999999880,970930.000000000000,1066730.000000000000,820729.999999999880,898910.000000000000,948150.000000000000,918480.000000000000,927190.000000000000,769230.000000000000,859730.000000000000,1187600.000000000000,769230.000000000000,11822500.000000000000
FS( 120 ),882510.000000000120,808330.000000000000,970930.000000000000,1043780.000000000000,819829.999999999880,900650.000000000000,955500.000000000000,915480.000000000000,923510.000000000000,769230.000000000000,862330.000000000120,1161610.000000000200,769230.000000000000,11782930.000000000000
FS( 121 ),889470.000000000000,814450.000000000000,970930.000000000000,1048030.000000000000,823330.000000000000,893710.000000000000,973770.000000000120,940230.000000000000,927190.000000000000,769230.000000000000,867430.000000000000,1193350.000000000000,769230.000000000000,11880360.000000000000
FS( 122 ),882510.000000000120,814450.000000000000,968730.000000000000,1048030.000000000000,822430.000000000000,879790.000000000000,972089.999999999880,931230.000000000000,927190.000000000000,769230.000000000000,864030.000000000000,1176560.000000000000,769230.000000000000,11825510.000000000000
FS( 123 ),874589.999999999880,814450.000000000000,968730.000000000000,1051430.000000000000,822430.000000000000,869370.000000000000,972089.999999999880,925230.000000000000,923510.000000000000,769230.000000000000,866630.000000000000,1176560.000000000000,769230.000000000000,11803490.000000000000
FS( 124 ),882510.000000000120,817510.000000000000,977679.999999999880,1120280.000000000000,822430.000000000000,879790.000000000000,977550.000000000120,934230.000000000000,941790.000000000000,769230.000000000000,874330.000000000000,1191280.000000000000,769230.000000000000,11957850.000000000000
FS( 125 ),892589.999999999880,817510.000000000000,982130.000000000120,1138980.000000000000,824130.000000000000,871970.000000000000,972089.999999999880,943230.000000000000,943630.000000000000,769230.000000000000,876030.000000000000,1195189.999999999800,769230.000000000000,11995950.000000000000
FS( 126 ),878909.999999999880,811390.000000000000,982130.000000000120,1135580.000000000000,817230.000000000000,877190.000000000000,957390.000000000000,937230.000000000000,938150.000000000000,769230.000000000000,862330.000000000120,1191280.000000000000,773037.688500000050,11931087.688500000000
